#TFM v1.0.8 by tritical
field = bottom
crc32 = 3df253f2
39919 c - [20]
39920 c - [20]
39921 p - [27]
39922 p - [45]
39923 c - [23]
39924 c - [26]
39925 c - [63]
39926 p - [35]
39927 c - [38]
39928 c - [16]
39929 c - [19]
39930 c - [28]
39931 p + [94]
39932 c - [36]
39933 c - [46]
39934 c - [51]
39935 c - [48]
39936 p - [56]
39937 p - [51]
39938 c - [56]
39939 c - [58]
39940 c - [60]
39941 p - [53]
39942 p - [55]
39943 c - [58]
39944 c - [55]
39945 c - [62]
39946 p - [54]
39947 p - [53]
39948 p - [53]
39949 c - [57]
39950 c - [58]
39951 p - [49]
39952 p - [52]
39953 c - [57]
39954 c - [54]
39955 c - [57]
39956 p - [54]
39957 p - [48]
39958 c - [55]
39959 c - [55]
39960 c - [53]
39961 p + [94]
39962 l + [256]
39963 c - [56]
39964 c - [59]
39965 c - [55]
39966 p - [53]
39967 p - [56]
39968 c - [61]
39969 c - [61]
39970 c - [55]
39971 p - [54]
39972 p - [52]
39973 c - [62]
39974 c - [57]
39975 c - [52]
39976 p - [52]
39977 p - [56]
39978 c - [58]
39979 c - [57]
39980 c - [57]
39981 c - [62]
39982 p - [53]
39983 c - [52]
39984 c - [54]
39985 c - [55]
39986 p - [55]
39987 p - [52]
39988 c - [52]
39989 c - [58]
39990 c - [56]
39991 p - [52]
39992 c - [57]
39993 c - [58]
39994 c - [55]
39995 c - [61]
39996 p - [56]
39997 p - [52]
39998 c - [59]
39999 c - [55]
40000 c - [58]
40001 p - [54]
40002 c - [56]
40003 c - [54]
40004 c - [52]
40005 c - [58]
40006 p - [53]
40007 c - [56]
40008 c - [51]
40009 c - [57]
40010 c - [61]
40011 p - [53]
40012 p - [55]
40013 c - [59]
40014 c - [61]
40015 c - [55]
40016 p - [52]
40017 c - [54]
40018 c - [53]
40019 c - [57]
40020 c - [55]
40021 p - [50]
40022 c - [57]
40023 c - [59]
40024 c - [52]
40025 c - [56]
40026 p - [54]
40027 p - [53]
40028 p - [53]
40029 c - [58]
40030 c - [54]
40031 p - [55]
40032 p - [54]
40033 c - [52]
40034 c - [58]
40035 c - [58]
40036 p - [52]
40037 c - [62]
40038 c - [57]
40039 c - [60]
40040 c - [53]
40041 c - [59]
40042 p - [53]
40043 c - [53]
40044 c - [64]
40045 p - [56]
40046 p - [55]
40047 c - [61]
40048 c - [56]
40049 c - [65]
40050 c - [62]
40051 c - [60]
40052 c - [59]
40053 c - [58]
40054 c - [59]
40055 c - [57]
40056 c - [57]
40057 p - [55]
40058 c - [51]
40059 c - [59]
40060 c - [50]
40061 p - [53]
40062 c - [53]
40063 c - [49]
40064 c - [40]
40065 c - [41]
40066 p - [42]
40067 p - [37]
40068 c - [30]
40069 c - [54]
40070 c - [23]
40071 c - [16]
40072 p - [28]
40073 p - [24]
40074 c - [29]
40075 c - [26]
40076 p - [45]
40077 c - [35]
40078 c - [14]
40079 c - [17]
40080 c - [21]
40081 p - [36]
40082 c - [23]
40083 c - [36]
40084 c - [40]
40085 c - [7]
40086 c - [54]
40087 c - [17]
40088 c - [19]
40089 c - [19]
40090 c - [28]
40091 c - [14]
40092 c - [17]
40093 p - [45]
40094 c - [31]
40095 c - [49]
40096 c - [33]
40097 c - [59]
40098 c - [39]
40099 c - [27]
40100 c - [41]
40101 p - [41]
40102 p - [41]
40103 p - [16]
40104 c - [35]
40105 c - [39]
40106 p - [25]
40107 c - [69]
40108 p - [12]
40109 c - [42]
40110 c - [35]
40111 c - [34]
40112 c - [26]
40113 c - [33]
40114 c - [22]
40115 c - [32]
40116 c - [24]
40117 p - [25]
40118 c - [30]
40119 p - [31]
40120 c - [24]
40121 p - [31]
40122 c - [25]
40123 c - [13]
40124 c - [14]
40125 c - [30]
40126 c - [44]
40127 p - [23]
40128 c - [9]
40129 c - [28]
40130 c - [44]
40131 c - [33]
40132 p - [38]
40133 c - [56]
40134 c - [19]
40135 p - [23]
40136 p - [30]
40137 c - [49]
40138 c - [28]
40139 c - [25]
40140 c - [49]
40141 p - [31]
40142 c - [40]
40143 c - [40]
40144 c - [60]
40145 p - [51]
40146 p - [47]
40147 p - [23]
40148 c - [46]
40149 c - [48]
40150 c - [37]
40151 p - [35]
40152 c - [36]
40153 p - [46]
40154 c - [36]
40155 c - [30]
40156 p - [19]
40157 c - [27]
40158 c - [31]
40159 c - [52]
40160 c - [21]
40161 p - [12]
40162 p - [12]
40163 c - [22]
40164 c - [34]
40165 c - [48]
40166 p - [43]
40167 c - [32]
40168 c - [11]
40169 c - [36]
40170 c - [18]
40171 p - [24]
40172 c - [40]
40173 c - [32]
40174 c - [34]
40175 c - [38]
40176 p - [45]
40177 c - [24]
40178 c - [49]
40179 l + [93]
40180 c - [19]
40181 p - [12]
40182 c - [27]
40183 c - [42]
40184 c - [12]
40185 c - [24]
40186 p - [13]
40187 c - [48]
40188 c - [49]
40189 c - [45]
40190 c - [42]
40191 p - [26]
40192 c - [40]
40193 c - [42]
40194 c - [12]
40195 c - [48]
40196 p - [59]
40197 p - [41]
40198 c - [36]
40199 c - [27]
40200 c - [17]
40201 p - [16]
40202 c - [31]
40203 p - [21]
40204 c - [33]
40205 c - [17]
40206 p - [16]
40207 c - [19]
40208 c - [27]
40209 c - [27]
40210 c - [32]
40211 p - [42]
40212 c - [30]
40213 p - [35]
40214 c - [24]
40215 c - [59]
40216 p - [42]
40217 c - [12]
40218 c - [25]
40219 c - [21]
40220 c - [15]
40221 c - [10]
40222 p - [16]
40223 c - [15]
40224 p - [29]
40225 c - [22]
40226 p - [23]
40227 c - [18]
40228 p - [18]
40229 p - [36]
40230 c - [40]
40231 p - [24]
40232 c - [20]
40233 p - [16]
40234 c - [28]
40235 c - [15]
40236 c - [9]
40237 p - [59]
40238 c - [32]
40239 c - [25]
40240 c - [39]
40241 p - [49]
40242 c - [28]
40243 c - [10]
40244 c - [13]
40245 c - [48]
40246 l + [86]
40247 c - [16]
40248 c - [21]
40249 c - [39]
40250 c - [14]
40251 c - [15]
40252 p - [32]
40253 c - [23]
40254 c - [15]
40255 l + [96]
40256 p - [33]
40257 c - [14]
40258 c - [24]
40259 c - [19]
40260 c - [27]
40261 c - [21]
40262 c - [24]
40263 c - [24]
40264 c - [46]
40265 c - [28]
40266 c - [9]
40267 p - [18]
40268 l + [118]
40269 c - [28]
40270 c - [34]
40271 p - [23]
40272 c - [12]
40273 c - [21]
40274 c - [14]
40275 c - [12]
40276 c - [18]
40277 c - [10]
40278 l + [85]
40279 c - [19]
40280 c - [18]
40281 c - [25]
40282 p - [9]
40283 c - [36]
40284 c - [27]
40285 c - [21]
40286 p + [97]
40287 c - [13]
40288 c - [19]
40289 c - [17]
40290 c - [38]
40291 c - [20]
40292 c - [25]
40293 l + [95]
40294 l + [86]
40295 c - [35]
40296 c - [10]
40297 p - [20]
40298 c - [18]
40299 c - [10]
40300 c - [30]
40301 p - [25]
40302 c - [28]
40303 c - [17]
40304 c - [39]
40305 c - [15]
40306 c - [28]
40307 p - [38]
40308 c - [16]
40309 c - [55]
40310 c - [32]
40311 c - [21]
40312 c - [16]
40313 c - [31]
40314 c - [20]
40315 c - [18]
40316 c - [22]
40317 c - [12]
40318 c - [18]
40319 c - [18]
40320 c - [15]
40321 c - [35]
40322 l + [94]
40323 c - [30]
40324 c - [22]
40325 c - [24]
40326 c - [20]
40327 c - [19]
40328 c - [34]
40329 c - [19]
40330 c - [14]
40331 p + [97]
40332 c - [26]
40333 c - [49]
40334 c - [10]
40335 c - [21]
40336 c - [14]
40337 c - [30]
40338 c - [11]
40339 c - [13]
40340 c - [22]
40341 p + [89]
40342 c - [14]
40343 c - [23]
40344 c - [30]
40345 c - [16]
40346 p - [27]
40347 c - [31]
40348 c - [9]
40349 c - [14]
40350 c - [27]
40351 p - [30]
40352 c - [20]
40353 c - [19]
40354 c - [9]
40355 c - [20]
40356 p - [17]
40357 c - [26]
40358 c - [24]
40359 c - [14]
40360 c - [24]
40361 p - [10]
40362 c - [14]
40363 c - [10]
40364 c - [13]
40365 c - [9]
40366 l + [87]
40367 c - [11]
40368 c - [14]
40369 c - [18]
40370 c - [18]
40371 c - [20]
40372 c - [18]
40373 c - [12]
40374 c - [17]
40375 c - [15]
40376 c - [12]
40377 c - [12]
40378 c - [8]
40379 c - [12]
40380 c - [9]
40381 c - [24]
40382 c - [11]
40383 c - [14]
40384 c - [17]
40385 c - [14]
40386 c - [15]
40387 c - [17]
40388 c - [18]
40389 c - [22]
40390 c - [15]
40391 c - [12]
40392 c - [9]
40393 c - [22]
40394 c - [25]
40395 c - [22]
40396 c - [12]
40397 c - [22]
40398 c - [21]
40399 c - [15]
40400 c - [30]
40401 c - [17]
40402 p - [22]
40403 p - [13]
40404 c - [11]
40405 c - [12]
40406 c - [25]
40407 p - [14]
40408 p - [45]
40409 c - [15]
40410 c - [11]
40411 c - [39]
40412 p - [15]
40413 p - [13]
40414 c - [28]
40415 c - [11]
40416 c - [30]
40417 p - [18]
40418 p - [26]
40419 c - [26]
40420 c - [22]
40421 c - [19]
40422 p - [35]
40423 p - [27]
40424 c - [19]
40425 c - [32]
40426 p - [18]
40427 p - [20]
40428 p - [15]
40429 c - [24]
40430 c - [41]
40431 c - [14]
40432 p - [11]
40433 p - [33]
40434 c - [40]
40435 c - [10]
40436 c - [17]
40437 p - [26]
40438 p - [40]
40439 c - [45]
40440 c - [16]
40441 c - [8]
40442 p - [25]
40443 p - [10]
40444 c - [34]
40445 c - [17]
40446 c - [57]
40447 p - [32]
40448 p - [23]
40449 c - [20]
40450 c - [19]
40451 c - [10]
40452 p - [32]
40453 p - [9]
40454 c - [27]
40455 u - [17]
40456 c - [33]
40457 p - [45]
40458 p - [50]
40459 c - [10]
40460 c - [37]
40461 c - [9]
40462 p - [33]
40463 p - [34]
40464 p - [13]
40465 c - [18]
40466 c - [11]
40467 p - [10]
40468 p - [23]
40469 c - [12]
40470 c - [11]
40471 c - [6]
40472 p - [12]
40473 p - [14]
40474 c - [15]
40475 c - [8]
40476 c - [11]
40477 p - [12]
40478 p - [10]
40479 c - [10]
40480 c - [16]
40481 c - [10]
40482 p - [24]
40483 p - [16]
40484 c - [22]
40485 c - [10]
40486 c - [36]
40487 p - [12]
40488 p - [38]
40489 c - [21]
40490 c - [9]
40491 c - [9]
40492 p - [14]
40493 p - [22]
40494 c - [6]
40495 c - [10]
40496 c - [31]
40497 p - [37]
40498 p - [19]
40499 c - [18]
40500 c - [25]
40501 c - [13]
40502 p - [9]
40503 p - [23]
40504 c - [21]
40505 c - [19]
40506 c - [29]
40507 p - [13]
40508 p - [6]
40509 c - [9]
40510 c - [8]
40511 c - [19]
40512 p - [54]
40513 p - [23]
40514 c - [28]
40515 c - [8]
40516 p - [3]
40517 p - [18]
40518 c - [24]
40519 c - [15]
40520 c - [9]
40521 p - [20]
40522 p - [7]
40523 c - [15]
40524 c - [11]
40525 l + [84]
40526 p - [9]
40527 p - [20]
40528 c - [11]
40529 c - [7]
40530 c - [10]
40531 p - [8]
40532 p - [10]
40533 c - [17]
40534 c - [7]
40535 c - [20]
40536 p - [13]
40537 p - [24]
40538 c - [23]
40539 c - [10]
40540 c - [13]
40541 p - [15]
40542 p - [28]
40543 c - [11]
40544 c - [11]
40545 c - [38]
40546 p - [24]
40547 p - [20]
40548 c - [24]
40549 c - [17]
40550 c - [5]
40551 p - [39]
40552 p - [8]
40553 c - [26]
40554 c - [8]
40555 c - [18]
40556 p - [17]
40557 p - [21]
40558 c - [30]
40559 c - [12]
40560 c - [10]
40561 p - [31]
40562 p - [17]
40563 c - [32]
40564 c - [18]
40565 c - [16]
40566 p - [8]
40567 p - [14]
40568 c - [22]
40569 c - [15]
40570 c - [27]
40571 p - [24]
40572 p - [26]
40573 c - [14]
40574 c - [21]
40575 c - [16]
40576 p - [12]
40577 p - [22]
40578 c - [9]
40579 c - [19]
40580 c - [9]
40581 p - [11]
40582 p - [28]
40583 c - [37]
40584 c - [11]
40585 c - [35]
40586 p - [31]
40587 p - [41]
40588 c - [9]
40589 c - [23]
40590 c - [12]
40591 p - [12]
40592 p - [10]
40593 c - [31]
40594 c - [7]
40595 c - [4]
40596 p - [14]
40597 p - [8]
40598 c - [28]
40599 c - [16]
40600 c - [17]
40601 p - [10]
40602 p - [37]
40603 c - [27]
40604 c - [33]
40605 c - [26]
40606 p - [24]
40607 p - [44]
40608 c - [11]
40609 c - [19]
40610 c - [11]
40611 p - [21]
40612 p - [59]
40613 c - [24]
40614 c - [10]
40615 c - [33]
40616 p - [46]
40617 p - [13]
40618 c - [13]
40619 c - [21]
40620 c - [22]
40621 p - [21]
40622 p - [29]
40623 c - [18]
40624 c - [25]
40625 c - [23]
40626 p - [42]
40627 p - [24]
40628 p - [42]
40629 c - [17]
40630 c - [15]
40631 p - [11]
40632 p - [9]
40633 c - [10]
40634 c - [12]
40635 c - [36]
40636 p - [48]
40637 p - [41]
40638 c - [12]
40639 c - [12]
40640 c - [22]
40641 p - [16]
40642 p - [14]
40643 p - [26]
40644 c - [13]
40645 c - [16]
40646 p - [44]
40647 p - [18]
40648 c - [16]
40649 c - [22]
40650 c - [19]
40651 p - [18]
40652 p - [11]
40653 c - [23]
40654 c - [18]
40655 c - [45]
40656 p - [25]
40657 p - [21]
40658 c - [26]
40659 c - [14]
40660 c - [12]
40661 p - [8]
40662 p - [12]
40663 c - [11]
40664 c - [30]
40665 c - [13]
40666 p - [14]
40667 p - [16]
40668 c - [23]
40669 c - [21]
40670 c - [22]
40671 p - [26]
40672 p - [29]
40673 c - [18]
40674 c - [8]
40675 c - [4]
40676 p - [8]
40677 p - [13]
40678 c - [16]
40679 c - [6]
40680 c - [15]
40681 p - [9]
40682 p - [14]
40683 c - [8]
40684 c - [12]
40685 c - [18]
40686 p - [23]
40687 p - [10]
40688 c - [24]
40689 c - [10]
40690 c - [4]
40691 p - [7]
40692 p - [20]
40693 c - [9]
40694 c - [32]
40695 c - [5]
40696 p - [10]
40697 p - [9]
40698 c - [17]
40699 c - [20]
40700 c - [18]
40701 p - [25]
40702 p - [23]
40703 p - [22]
40704 c - [9]
40705 c - [20]
40706 p - [10]
40707 p - [17]
40708 p - [19]
40709 c - [23]
40710 c - [15]
40711 p - [23]
40712 p - [12]
40713 c - [10]
40714 c - [22]
40715 c - [20]
40716 p - [24]
40717 p - [58]
40718 c - [15]
40719 c - [62]
40720 c - [30]
40721 p - [13]
40722 p - [21]
40723 c - [39]
40724 c - [45]
40725 c - [26]
40726 p - [25]
40727 p - [14]
40728 c - [34]
40729 c - [35]
40730 c - [16]
40731 p - [24]
40732 p - [18]
40733 c - [9]
40734 c - [24]
40735 c - [8]
40736 p - [12]
40737 p - [20]
40738 p - [13]
40739 c - [47]
40740 c - [27]
40741 p - [14]
40742 p - [8]
40743 p - [10]
40744 c - [15]
40745 c - [15]
40746 p - [15]
40747 p - [11]
40748 c - [7]
40749 c - [7]
40750 c - [7]
40751 p - [11]
40752 p - [6]
40753 c - [5]
40754 c - [8]
40755 c - [8]
40756 p - [5]
40757 p - [26]
40758 c - [18]
40759 c - [21]
40760 c - [10]
40761 p - [15]
40762 p - [9]
40763 c - [5]
40764 c - [5]
40765 c - [12]
40766 p - [25]
40767 p - [21]
40768 c - [15]
40769 c - [7]
40770 c - [8]
40771 p - [24]
40772 p - [15]
40773 c - [19]
40774 c - [15]
40775 c - [12]
40776 p - [13]
40777 p - [15]
40778 p - [12]
40779 c - [39]
40780 c - [26]
40781 p - [16]
40782 p - [22]
40783 c - [28]
40784 c - [24]
40785 c - [33]
40786 p - [27]
40787 p + [86]
40788 c - [26]
40789 c - [19]
40790 c - [7]
40791 p - [24]
40792 p - [10]
40793 c - [5]
40794 c - [16]
40795 l + [84]
40796 p - [24]
40797 p - [17]
40798 c - [7]
40799 c - [16]
40800 c - [11]
40801 p - [12]
40802 p - [16]
40803 c - [7]
40804 c - [7]
40805 c - [12]
40806 p - [9]
40807 p - [5]
40808 c - [14]
40809 c - [8]
40810 c - [17]
40811 p - [10]
40812 p - [8]
40813 c - [7]
40814 c - [8]
40815 c - [19]
40816 p - [13]
40817 p - [8]
40818 c - [19]
40819 c - [8]
40820 c - [28]
40821 p - [5]
40822 p - [12]
40823 c - [10]
40824 c - [29]
40825 c - [13]
40826 p - [24]
40827 p - [20]
40828 c - [18]
40829 c - [16]
40830 c - [9]
40831 p - [18]
40832 p - [13]
40833 l + [83]
40834 c - [15]
40835 c - [7]
40836 p - [12]
40837 p - [10]
40838 c - [23]
40839 c - [14]
40840 c - [12]
40841 p - [18]
40842 p - [9]
40843 c - [11]
40844 c - [20]
40845 c - [24]
40846 p - [19]
40847 p - [12]
40848 c - [9]
40849 c - [12]
40850 c - [16]
40851 p - [6]
40852 p - [8]
40853 c - [38]
40854 c - [8]
40855 c - [12]
40856 p - [12]
40857 p - [11]
40858 c - [12]
40859 c - [8]
40860 c - [7]
40861 p - [18]
40862 p - [20]
40863 c - [16]
40864 c - [39]
40865 c - [51]
40866 p - [38]
40867 p - [11]
40868 c - [15]
40869 c - [62]
40870 c - [26]
40871 c - [13]
40872 c - [16]
40873 p - [16]
40874 p - [15]
40875 c - [21]
40876 c - [13]
40877 c - [20]
40878 p - [24]
40879 p - [42]
40880 c - [26]
40881 c - [20]
40882 c - [38]
40883 p - [33]
40884 p - [25]
40885 c - [24]
40886 c - [33]
40887 c - [15]
40888 p - [17]
40889 p - [42]
40890 c - [34]
40891 c - [22]
40892 c - [27]
40893 p - [34]
40894 p - [24]
40895 c - [15]
40896 c - [30]
40897 c - [20]
40898 p - [32]
40899 p - [25]
40900 c - [26]
40901 c - [25]
40902 c - [20]
40903 p - [20]
40904 p - [16]
40905 c - [31]
40906 c - [42]
40907 c - [19]
40908 p - [29]
40909 p - [27]
40910 c - [25]
40911 c - [22]
40912 c - [23]
40913 p - [37]
40914 p - [26]
40915 c - [23]
40916 c - [19]
40917 c - [21]
40918 p - [15]
40919 p - [33]
40920 c - [17]
40921 c - [33]
40922 c - [14]
40923 p - [10]
40924 p - [19]
40925 c - [13]
40926 c - [12]
40927 c - [9]
40928 p - [17]
40929 p - [45]
40930 c - [25]
40931 c - [24]
40932 c - [18]
40933 c - [48]
40934 c - [7]
40935 c - [14]
40936 p - [17]
40937 c - [9]
40938 c - [31]
40939 c - [7]
40940 p - [11]
40941 c - [14]
40942 c - [13]
40943 c - [48]
40944 c - [12]
40945 c - [23]
40946 c - [10]
40947 c - [22]
40948 c - [16]
40949 c - [7]
40950 c - [17]
40951 c - [8]
40952 c - [15]
40953 c - [8]
40954 c - [5]
40955 c - [12]
40956 c - [9]
40957 c - [15]
40958 c - [5]
40959 c - [9]
40960 c - [14]
40961 c - [18]
40962 c - [12]
40963 c - [7]
40964 c - [12]
40965 c - [6]
40966 c - [7]
40967 c - [6]
40968 c - [6]
40969 c - [12]
40970 c - [8]
40971 c - [9]
40972 c - [6]
40973 c - [11]
40974 c - [5]
40975 c - [12]
40976 c - [22]
40977 c - [13]
40978 c - [11]
40979 c - [16]
40980 p - [7]
40981 p - [10]
40982 c - [6]
40983 c - [9]
40984 c - [5]
40985 p - [6]
40986 p - [12]
40987 c - [8]
40988 c - [5]
40989 c - [18]
40990 p - [18]
40991 p - [19]
40992 c - [25]
40993 c - [8]
40994 c - [67]
40995 p - [51]
40996 p - [12]
40997 c - [7]
40998 c - [46]
40999 c - [18]
41000 p - [18]
41001 p - [9]
41002 c - [23]
41003 c - [10]
41004 c - [18]
41005 p - [8]
41006 p - [14]
41007 c - [37]
41008 c - [57]
41009 c - [9]
41010 c - [20]
41011 p - [12]
41012 p - [6]
41013 c - [24]
41014 c - [38]
41015 p - [22]
41016 p - [16]
41017 c - [9]
41018 c - [9]
41019 c - [8]
41020 p - [22]
41021 p - [24]
41022 c - [19]
41023 c - [9]
41024 c - [32]
41025 p - [39]
41026 p - [31]
41027 c - [10]
41028 c - [20]
41029 c - [11]
41030 p - [21]
41031 p - [11]
41032 c - [24]
41033 c - [13]
41034 c - [23]
41035 p - [51]
41036 p - [24]
41037 c - [14]
41038 c - [44]
41039 c - [14]
41040 p - [29]
41041 p - [52]
41042 c - [15]
41043 c - [27]
41044 c - [30]
41045 c - [12]
41046 c - [28]
41047 p - [19]
41048 p - [16]
41049 c - [52]
41050 c - [10]
41051 c - [29]
41052 p - [18]
41053 p - [27]
41054 c - [19]
41055 c - [26]
41056 c - [14]
41057 p - [22]
41058 p - [24]
41059 c - [17]
41060 c - [18]
41061 c - [41]
41062 p - [34]
41063 p - [40]
41064 c - [13]
41065 c - [29]
41066 c - [22]
41067 p - [27]
41068 p - [11]
41069 c - [14]
41070 c - [10]
41071 c - [10]
41072 p - [16]
41073 p - [39]
41074 c - [11]
41075 c - [9]
41076 c - [19]
41077 p - [23]
41078 p - [20]
41079 c - [31]
41080 c - [22]
41081 c - [37]
41082 p - [47]
41083 p - [23]
41084 c - [9]
41085 c - [30]
41086 c - [16]
41087 p - [21]
41088 p - [25]
41089 c - [20]
41090 c - [49]
41091 c - [27]
41092 c - [15]
41093 p - [13]
41094 c - [15]
41095 c - [11]
41096 c - [8]
41097 c - [32]
41098 c - [32]
41099 c - [10]
41100 c - [12]
41101 c - [17]
41102 c - [10]
41103 p - [11]
41104 c - [8]
41105 p - [11]
41106 c - [9]
41107 p - [15]
41108 c - [24]
41109 p - [9]
41110 c - [19]
41111 c - [18]
41112 p - [22]
41113 c - [18]
41114 c - [29]
41115 c - [13]
41116 c - [14]
41117 c - [16]
41118 c - [12]
41119 p - [10]
41120 c - [13]
41121 p - [12]
41122 c - [11]
41123 c - [18]
41124 c - [19]
41125 c - [21]
41126 c - [38]
41127 p - [20]
41128 c - [44]
41129 c - [35]
41130 c - [21]
41131 p - [10]
41132 c - [12]
41133 c - [12]
41134 p - [22]
41135 c - [12]
41136 c - [21]
41137 c - [16]
41138 p - [15]
41139 c - [21]
41140 c - [9]
41141 p - [36]
41142 p - [40]
41143 c - [14]
41144 c - [33]
41145 p - [8]
41146 c - [11]
41147 c - [19]
41148 p - [13]
41149 p - [13]
41150 c - [66]
41151 p - [73]
41152 c - [27]
41153 c - [16]
41154 c - [13]
41155 c - [17]
41156 c - [28]
41157 c - [18]
41158 c - [10]
41159 c - [11]
41160 p - [12]
41161 c - [17]
41162 c - [30]
41163 c - [12]
41164 c - [16]
41165 c - [13]
41166 c - [25]
41167 c - [18]
41168 p - [12]
41169 c - [13]
41170 c - [23]
41171 c - [13]
41172 c - [10]
41173 p - [11]
41174 c - [15]
41175 c - [12]
41176 c - [10]
41177 p - [16]
41178 p - [15]
41179 c - [21]
41180 c - [12]
41181 p - [14]
41182 p - [10]
41183 c - [16]
41184 c - [11]
41185 c - [29]
41186 c - [14]
41187 c - [16]
41188 p - [17]
41189 p - [13]
41190 p - [31]
41191 p - [11]
41192 c - [26]
41193 c - [33]
41194 c - [25]
41195 c - [29]
41196 p - [20]
41197 c - [22]
41198 c - [8]
41199 p - [22]
41200 c - [16]
41201 c - [12]
41202 p - [11]
41203 p - [23]
41204 p - [32]
41205 c - [9]
41206 c - [13]
41207 c - [33]
41208 p - [14]
41209 c - [32]
41210 c - [13]
41211 p - [18]
41212 c - [23]
41213 p - [11]
41214 c - [16]
41215 c - [12]
41216 c - [14]
41217 c - [20]
41218 c - [31]
41219 p - [30]
41220 c - [16]
41221 c - [12]
41222 c - [14]
41223 p - [11]
41224 p - [15]
41225 p - [13]
41226 c - [14]
41227 c - [14]
41228 p - [9]
41229 c - [17]
41230 c - [24]
41231 c - [16]
41232 c - [8]
41233 c - [14]
41234 c - [13]
41235 c - [16]
41236 c - [21]
41237 c - [14]
41238 c - [13]
41239 c - [36]
41240 c - [15]
41241 c - [7]
41242 c - [11]
41243 c - [10]
41244 c - [12]
41245 p - [19]
41246 p - [9]
41247 c - [10]
41248 p - [13]
41249 c - [8]
41250 p - [12]
41251 c - [17]
41252 c - [18]
41253 p - [10]
41254 c - [20]
41255 c - [14]
41256 p - [10]
41257 c - [11]
41258 c - [19]
41259 p - [22]
41260 c - [30]
41261 p - [19]
41262 c - [25]
41263 p - [12]
41264 c - [25]
41265 p - [27]
41266 c - [27]
41267 p - [15]
41268 p - [20]
41269 p - [28]
41270 c - [21]
41271 c - [16]
41272 p - [28]
41273 p - [31]
41274 c - [19]
41275 c - [13]
41276 c - [20]
41277 c - [10]
41278 c - [19]
41279 c - [15]
41280 c - [57]
41281 c - [37]
41282 p - [12]
41283 c - [12]
41284 c - [15]
41285 c - [26]
41286 c - [19]
41287 p - [18]
41288 c - [11]
41289 c - [10]
41290 c - [23]
41291 c - [11]
41292 p - [13]
41293 c - [15]
41294 c - [9]
41295 c - [21]
41296 c - [38]
41297 p - [16]
41298 l + [256]
#
#
# OVR HELP INFORMATION:
#
# [COMBED FRAMES]
#
#   [Individual Frames]
#   FORMAT:  frame_number (mic_value)
#
#   0 (256)
#   11 (108)
#   34 (94)
#   72 (94)
#   91 (90)
#   120 (97)
#   124 (92)
#   143 (84)
#   147 (94)
#   166 (83)
#   171 (88)
#   186 (88)
#   187 (91)
#   191 (256)
#   197 (105)
#   198 (87)
#   204 (98)
#   210 (110)
#   214 (104)
#   218 (108)
#   222 (105)
#   228 (117)
#   229 (107)
#   230 (110)
#   231 (97)
#   232 (125)
#   233 (125)
#   234 (122)
#   240 (81)
#   241 (82)
#   242 (86)
#   243 (90)
#   244 (88)
#   250 (108)
#   252 (98)
#   253 (106)
#   261 (92)
#   265 (96)
#   272 (97)
#   273 (97)
#   274 (97)
#   285 (88)
#   286 (83)
#   297 (97)
#   298 (98)
#   299 (112)
#   316 (105)
#   323 (99)
#   341 (95)
#   377 (84)
#   385 (91)
#   386 (92)
#   417 (97)
#   460 (93)
#   466 (95)
#   467 (95)
#   486 (102)
#   487 (96)
#   498 (102)
#   499 (91)
#   504 (89)
#   506 (96)
#   514 (93)
#   516 (85)
#   523 (90)
#   524 (89)
#   530 (91)
#   542 (92)
#   543 (86)
#   544 (85)
#   565 (89)
#   567 (94)
#   574 (99)
#   594 (82)
#   612 (87)
#   613 (84)
#   619 (81)
#   620 (81)
#   621 (90)
#   623 (86)
#   624 (87)
