#TFM v1.0.8 by tritical
field = bottom
crc32 = 6e915d0b
#   23014 (96)
#   23023 (90)
#   23028 (96)
#   23037 (86)
#   23041 (85)
#   23042 (88)
#   23050 (96)
#   23051 (97)
#   23052 (85)
#   23060 (93)
#   23061 (91)
#   23062 (92)
#   23074 (95)
#   23079 (93)
#   23116 (81)
#   23123 (94)
#   23127 (93)
#   23128 (103)
#   23129 (104)
#   23135 (101)
#   23137 (85)
#   23140 (84)
#   23142 (83)
#   23143 (85)
#   23144 (83)
#   23147 (96)
#   23148 (87)
#   23149 (85)
#   23154 (88)
#   23156 (83)
#   23160 (88)
#   23161 (88)
#   23162 (92)
#   23164 (83)
#   23165 (82)
#   23170 (84)
#   23172 (82)
#   23174 (99)
#   23175 (88)
#   23179 (94)
#   23180 (93)
#   23182 (82)
#   23183 (85)
#   23184 (84)
#   23186 (85)
#   23191 (83)
#   23192 (81)
#   23193 (87)
#   23194 (107)
#   23198 (90)
#   23199 (96)
#   23200 (96)
#   23201 (96)
#   23203 (98)
#   23204 (95)
#   23205 (95)
#   23212 (91)
#   23214 (95)
#   23215 (110)
#   23218 (90)
#   23219 (96)
#   23220 (94)
#   23221 (81)
#   23222 (85)
#   23223 (89)
#   23224 (88)
#   23226 (96)
#   23227 (84)
#   23229 (96)
#   23235 (96)
#   23238 (93)
#   23240 (83)
#   23241 (93)
#   23242 (100)
#   23243 (96)
#   23248 (81)
#   23249 (87)
#   23252 (116)
#   23254 (91)
#   23255 (92)
#   23256 (110)
#   23257 (112)
#   23258 (103)
#   23261 (97)
#   23262 (100)
#   23264 (106)
#   23265 (104)
#   23266 (89)
#   23267 (86)
#   23268 (94)
#   23269 (94)
#   23270 (92)
#   23271 (89)
#   23272 (84)
#   23274 (83)
#   23276 (115)
#   23277 (94)
#   23278 (86)
#   23282 (85)
#   23285 (96)
#   23288 (83)
#   23290 (92)
#   23293 (103)
#   23295 (86)
#   23296 (88)
#   23297 (83)
#   23298 (91)
#   23300 (83)
#   23301 (98)
#   23302 (100)
#   23304 (94)
#   23305 (92)
#   23306 (92)
#   23307 (87)
#   23311 (96)
#   23313 (108)
#   23314 (81)
#   23315 (96)
#   23318 (83)
#   23319 (81)
#   23320 (99)
#   23321 (101)
#   23324 (101)
#   23325 (87)
#   23326 (81)
#   23328 (96)
#   23329 (87)
#   23330 (84)
#   23332 (85)
#   23333 (81)
#   23334 (82)
#   23336 (82)
#   23338 (81)
#   23341 (96)
#   23342 (85)
#   23344 (82)
#   23345 (83)
#   23349 (82)
#   23350 (96)
#   23351 (104)
#   23352 (96)
#   23355 (88)
#   23356 (87)
#   23357 (89)
#   23358 (86)
#   23359 (95)
#   23360 (87)
#   23361 (81)
#   23362 (83)
#   23364 (84)
#   23369 (81)
#   23375 (83)
#   23379 (86)
#   23380 (103)
#   23381 (94)
#   23382 (86)
#   23393 (82)
#   23400 (85)
#   23403 (88)
#   23411 (87)
#   23417 (86)
#   23418 (81)
#   23438 (93)
#   23443 (130)
#   23444 (91)
#   23445 (92)
#   23446 (95)
#   23448 (87)
#   23474 (95)
#   23476 (82)
#   23486 (88)
#   23493 (99)
#   23494 (106)
#   23507 (82)
#   23514 (96)
#   23515 (84)
#   23516 (84)
#   23518 (85)
#   23526 (100)
#   23532 (96)
#   23534 (114)
#   23540 (83)
#   23542 (81)
#   23554 (87)
#   23556 (81)
#   23561 (89)
#   23563 (94)
#   23564 (89)
#   23566 (82)
#   23567 (91)
#   23572 (84)
#   23576 (94)
#   23579 (81)
#   23580 (89)
#   23581 (89)
#   23583 (81)
#   23585 (83)
#   23587 (86)
#   23588 (85)
#   23589 (87)
#   23593 (90)
#   23594 (96)
#   23595 (90)
#   23596 (91)
#   23597 (88)
#   23599 (102)
#   23600 (94)
#   23601 (104)
#   23602 (98)
#   23605 (94)
#   23607 (90)
#   23608 (87)
#   23609 (87)
#   23610 (96)
#   23611 (96)
#   23613 (96)
#   23614 (96)
#   23615 (92)
#   23616 (92)
#   23617 (96)
#   23618 (96)
#   23621 (82)
#   23622 (88)
#   23624 (96)
#   23625 (92)
#   23626 (95)
#   23627 (96)
#   23628 (96)
#   23629 (94)
#   23631 (94)
#   23632 (91)
#   23634 (96)
#   23635 (96)
#   23637 (81)
#   23638 (96)
#   23639 (83)
#   23642 (96)
#   23643 (96)
#   23644 (85)
#   23645 (94)
#   23647 (93)
#   23652 (81)
#   23653 (81)
#   23654 (82)
#   23655 (96)
#   23658 (85)
#   23659 (96)
#   23660 (96)
#   23661 (92)
#   23662 (96)
#   23664 (96)
#   23665 (96)
#   23666 (87)
#   23668 (82)
#   23669 (84)
#   23670 (92)
#   23671 (87)
#   23672 (95)
#   23673 (96)
#   23674 (86)
#   23675 (88)
#   23676 (108)
#   23677 (91)
#   23679 (96)
#   23682 (96)
#   23683 (86)
#   23684 (96)
#   23685 (83)
#   23689 (84)
#   23692 (93)
#   23695 (90)
#   23696 (95)
#   23697 (94)
#   23698 (96)
#   23699 (96)
#   23701 (96)
#   23702 (83)
#   23704 (85)
#   23706 (96)
#   23707 (96)
#   23711 (89)
#   23712 (85)
#   23713 (96)
#   23714 (92)
#   23715 (82)
#   23716 (88)
#   23717 (82)
#   23718 (90)
#   23719 (91)
#   23720 (96)
#   23724 (107)
#   23725 (84)
#   23726 (87)
#   23727 (91)
#   23731 (96)
#   23732 (94)
#   23733 (91)
#   23734 (87)
#   23736 (86)
#   23738 (84)
#   23743 (96)
#   23744 (95)
#   23745 (93)
#   23746 (90)
#   23762 (96)
#   23763 (93)
#   23764 (81)
#   23769 (82)
#   23770 (83)
#   23771 (96)
#   23773 (96)
#   23774 (88)
#   23814 (96)
#   23815 (96)
#   23826 (96)
#   23827 (90)
#   23832 (96)
#   23833 (84)
#   23834 (83)
#   23837 (95)
#   23856 (84)
#   23864 (96)
#   23869 (107)
#   23870 (87)
#   23871 (88)
#   23872 (107)
#   23873 (96)
#   23883 (96)
#   23886 (89)
#   23887 (94)
#   23892 (83)
#   23894 (91)
#   23895 (96)
#   23899 (96)
#   23900 (96)
#   23901 (90)
#   23906 (93)
#   23907 (86)
#   23908 (94)
#   23911 (96)
#   23912 (94)
#   23914 (90)
#   23915 (96)
#   23916 (93)
#   23918 (91)
#   23920 (98)
#   23923 (98)
#   23924 (92)
#   23925 (93)
#   23928 (92)
#   23929 (93)
#   23931 (97)
#   23934 (83)
#   23935 (94)
#   23937 (93)
#   23938 (96)
#   23939 (96)
#   23942 (101)
#   23944 (97)
#   23946 (93)
#   23947 (98)
#   23949 (94)
#   23950 (86)
#   23951 (92)
#   23952 (94)
#   23955 (96)
#   23956 (83)
#   23959 (99)
#   23960 (88)
#   23961 (93)
#   23962 (95)
#   23963 (100)
#   23965 (86)
#   23966 (82)
#   23968 (82)
#   23971 (86)
#   23972 (87)
#   23973 (83)
#   23974 (86)
#   23975 (84)
#   23977 (83)
#   23979 (86)
#   23980 (84)
#   23983 (84)
#   23986 (89)
#   23987 (88)
#   23990 (93)
#   23992 (97)
#   23995 (256)
#   23996 (256)
#   23997 (94)
#   23998 (89)
#   23999 (92)
#   24000 (89)
#   24001 (90)
#   24002 (105)
#   24003 (91)
#   24004 (155)
#   24005 (220)
#   24007 (210)
#   24014 (82)
#   24016 (94)
#   24017 (96)
#   24020 (83)
#   24021 (81)
#   24024 (86)
#   24025 (83)
#   24027 (82)
#   24030 (89)
#   24033 (101)
#   24034 (88)
#   24035 (82)
#   24036 (85)
#   24037 (83)
#   24044 (82)
#   24046 (89)
#   24047 (96)
#   24050 (96)
#   24051 (96)
#   24052 (83)
#   24053 (81)
#   24057 (91)
#   24058 (94)
#   24062 (84)
#   24067 (85)
#   24070 (95)
#   24071 (95)
#   24074 (82)
#   24075 (82)
#   24076 (96)
#   24079 (85)
#   24083 (84)
#   24084 (90)
#   24085 (92)
#   24090 (86)
#   24097 (81)
#   24099 (81)
#   24107 (97)
#   24108 (95)
#   24113 (93)
#   24114 (91)
#   24123 (96)
#   24130 (97)
#   24132 (88)
#   24133 (85)
#   24141 (84)
#   24145 (88)
#   24151 (89)
#   24157 (84)
#   24162 (86)
#   24163 (83)
#   24166 (83)
#   24170 (84)
#   24171 (82)
#   24176 (83)
#   24178 (82)
#   24183 (84)
#   24187 (86)
#   24188 (82)
#   24190 (83)
#   24195 (82)
#   24199 (85)
#   24202 (91)
#   24204 (84)
#   24206 (83)
#   24208 (85)
#   24212 (85)
#   24215 (82)
#   24217 (83)
#   24218 (85)
#   24220 (88)
#   24226 (85)
#   24227 (84)
#   24228 (83)
#   24229 (84)
#   24231 (86)
#   24232 (85)
#   24236 (85)
#   24238 (87)
#   24239 (83)
#   24240 (84)
#   24241 (84)
#   24244 (86)
#   24245 (88)
#   24247 (86)
#   24249 (81)
#   24251 (81)
#   24254 (84)
#   24260 (95)
#   24267 (93)
#   24269 (84)
#   24270 (84)
#   24279 (96)
#   24284 (81)
#   24289 (96)
#   24293 (85)
#   24295 (96)
#   24300 (84)
#   24317 (96)
#   24318 (96)
#   24320 (96)
#   24321 (81)
#   24332 (94)
#   24333 (81)
#   24334 (91)
#   24335 (96)
#   24345 (96)
#   24348 (96)
#   24349 (84)
#   24350 (81)
#   24351 (84)
#   24356 (97)
#   24357 (98)
#   24358 (93)
#   24359 (96)
#   24360 (90)
#   24365 (93)
#   24367 (93)
#   24368 (93)
#   24369 (91)
#   24370 (96)
#   24371 (92)
#   24381 (96)
#   24383 (100)
#   24384 (89)
#   24388 (90)
#   24389 (91)
#   24390 (85)
#   24396 (97)
#   24398 (96)
#   24406 (96)
#   24407 (96)
#   24408 (87)
#   24409 (121)
#   24410 (85)
#   24411 (87)
#   24414 (86)
#   24415 (91)
#   24416 (83)
#   24421 (96)
#   24426 (83)
#   24439 (91)
#   24440 (105)
#   24447 (95)
#   24459 (83)
#   24487 (90)
#   24535 (84)
#   24549 (96)
#   24559 (99)
#   24568 (84)
#   24569 (90)
#   24571 (89)
#   24577 (94)
#   24578 (83)
#   24580 (84)
#   24583 (86)
#   24584 (87)
#   24589 (86)
#   24590 (85)
#   24591 (84)
#   24595 (86)
#   24596 (84)
#   24597 (83)
#   24598 (94)
#   24602 (85)
#   24603 (82)
#   24604 (87)
#   24607 (87)
#   24608 (92)
#   24609 (102)
#   24614 (85)
#   24615 (85)
#   24616 (82)
#   24620 (96)
#   24621 (86)
#   24623 (94)
#   24624 (96)
#   24625 (108)
#   24626 (83)
#   24627 (94)
#   24628 (89)
#   24630 (96)
#   24636 (94)
#   24637 (94)
#   24639 (82)
#   24643 (83)
#   24644 (96)
#   24645 (107)
#   24646 (111)
#   24647 (97)
#   24648 (108)
#   24649 (96)
#   24651 (93)
#   24652 (92)
#   24654 (96)
#   24656 (88)
#   24657 (98)
#   24658 (111)
#   24660 (94)
#   24661 (89)
#   24664 (96)
#   24665 (92)
#   24670 (90)
#   24671 (87)
#   24673 (89)
#   24674 (96)
#   24675 (96)
#   24676 (96)
#   24677 (108)
#   24681 (83)
#   24682 (81)
#   24683 (87)
#   24684 (92)
#   24685 (93)
#   24686 (96)
#   24687 (90)
#   24688 (90)
#   24692 (87)
#   24694 (90)
#   24695 (85)
#   24696 (93)
#   24698 (93)
#   24699 (93)
#   24700 (96)
#   24701 (89)
#   24703 (87)
#   24704 (96)
#   24705 (90)
#   24710 (88)
#   24730 (86)
#   24732 (94)
#   24733 (95)
#   24738 (89)
#   24739 (91)
#   24740 (85)
#   24741 (85)
#   24742 (88)
#   24743 (90)
#   24744 (93)
#   24747 (94)
#   24750 (95)
#   24753 (96)
#   24754 (96)
#   24759 (88)
#   24765 (108)
#   24771 (92)
#   24776 (99)
#   24785 (111)
#   24790 (83)
#   24792 (96)
#   24834 (90)
#   24835 (87)
#   24861 (81)
#   24879 (91)
#   24896 (85)
#   24916 (91)
#   24919 (83)
#   24926 (86)
#   24927 (96)
#   24928 (84)
#   24929 (84)
#   24931 (83)
#   24934 (96)
#   24939 (96)
#   24940 (85)
#   24942 (92)
#   24944 (87)
#   24945 (86)
#   24946 (92)
#   24947 (88)
#   24951 (88)
#   24952 (88)
#   24954 (84)
#   24955 (87)
#   24956 (88)
#   24957 (85)
#   24958 (86)
#   24959 (86)
#   24967 (87)
#   24969 (88)
#   24970 (96)
#   24971 (93)
#   24972 (84)
#   24973 (84)
#   24977 (94)
#   24978 (82)
#   24979 (87)
#   24980 (88)
#   24984 (95)
#   24985 (92)
#   24988 (89)
#   24989 (97)
#   24990 (91)
#   24992 (82)
#   24993 (96)
#   24994 (95)
#   24998 (97)
#   24999 (94)
#   25002 (89)
#   25003 (89)
#   25004 (94)
#   25005 (83)
#   25008 (96)
#   25009 (91)
#   25010 (88)
#   25012 (87)
#   25015 (99)
#   25016 (86)
#   25018 (92)
#   25019 (94)
#   25020 (90)
#   25024 (96)
#   25025 (91)
#   25026 (86)
#   25031 (92)
#   25032 (98)
#   25033 (82)
#   25034 (93)
#   25035 (92)
#   25036 (94)
#   25038 (98)
#   25039 (92)
#   25040 (95)
#   25041 (92)
#   25042 (81)
#   25043 (81)
#   25045 (88)
#   25048 (87)
#   25050 (92)
#   25051 (94)
#   25054 (92)
#   25055 (91)
#   25056 (82)
#   25057 (98)
#   25059 (100)
#   25060 (88)
#   25061 (92)
#   25065 (83)
#   25066 (84)
#   25067 (83)
#   25068 (83)
#   25070 (95)
#   25076 (87)
#   25077 (85)
#   25079 (96)
#   25085 (83)
#   25094 (84)
#   25096 (85)
#   25097 (83)
#   25099 (85)
#   25101 (95)
#   25102 (87)
#   25104 (101)
#   25108 (89)
#   25146 (85)
#   25174 (89)
#   25208 (125)
#   25209 (97)
#   25210 (83)
#   25211 (96)
#   25212 (96)
#   25216 (88)
#   25247 (81)
#   25248 (98)
#   25250 (84)
#   25251 (83)
#   25254 (83)
#   25255 (85)
#   25256 (83)
#   25260 (96)
#   25261 (95)
#   25262 (84)
#   25263 (83)
#   25264 (85)
#   25267 (100)
#   25270 (96)
#   25271 (90)
#   25272 (86)
#   25275 (91)
#   25279 (94)
#   25280 (100)
#   25285 (88)
#   25287 (96)
#   25288 (96)
#   25290 (94)
#   25292 (81)
#   25297 (82)
#   25299 (83)
#   25302 (82)
#   25304 (86)
#   25305 (88)
#   25306 (86)
#   25308 (81)
#   25310 (96)
#   25311 (96)
#   25312 (95)
#   25317 (96)
#   25319 (96)
#   25323 (89)
#   25324 (92)
#   25329 (91)
#   25330 (92)
#   25338 (89)
#   25343 (87)
#   25345 (92)
#   25349 (94)
#   25350 (89)
#   25355 (85)
#   25363 (87)
#   25364 (98)
#   25366 (90)
#   25367 (88)
#   25368 (95)
#   25371 (96)
#   25372 (86)
#   25373 (97)
#   25374 (93)
#   25377 (256)
#   25378 (256)
#   25379 (256)
#   25380 (242)
#   25382 (256)
#   25383 (178)
#   25384 (214)
#   25386 (91)
#   25387 (254)
#   25389 (256)
#   25390 (96)
#   25391 (83)
#   25392 (95)
#   25394 (191)
#   25398 (104)
#   25399 (256)
#   25402 (83)
#   25404 (256)
#   25405 (103)
#   25406 (90)
#   25407 (256)
#   25409 (256)
#   25410 (101)
#   25412 (102)
#   25414 (92)
#   25418 (110)
#   25419 (191)
#   25420 (111)
#   25423 (110)
#   25424 (256)
#   25429 (115)
#   25431 (105)
#   25433 (102)
#   25434 (252)
#   25441 (83)
#   25442 (82)
#   25448 (84)
#   25467 (86)
#   25474 (88)
#   25483 (223)
#   25484 (93)
#   25486 (81)
#   25493 (82)
#   25503 (107)
#   25512 (87)
#   25528 (98)
#   25555 (95)
#   25568 (96)
#   25571 (96)
#   25573 (104)
#   25593 (86)
#   25602 (102)
#   25606 (93)
#   25609 (91)
#   25612 (95)
#   25623 (96)
#   25624 (83)
#   25625 (91)
#   25627 (88)
#   25628 (89)
#   25631 (86)
#   25635 (97)
#   25636 (94)
#   25637 (89)
#   25644 (97)
#   25647 (92)
#   25648 (92)
#   25650 (105)
#   25651 (102)
#   25652 (102)
#   25654 (93)
#   25655 (90)
#   25656 (92)
#   25658 (111)
#   25662 (95)
#   25663 (95)
#   25664 (99)
#   25672 (83)
#   25675 (95)
#   25676 (97)
#   25677 (100)
#   25693 (86)
#   25694 (90)
#   25695 (91)
#   25696 (91)
#   25697 (82)
#   25699 (82)
#   25707 (94)
#   25708 (94)
#   25720 (93)
#   25721 (91)
#   25722 (93)
#   25724 (94)
#   25727 (85)
#   25729 (95)
#   25730 (95)
#   25731 (90)
#   25739 (90)
#   25743 (91)
#   25748 (83)
#   25753 (94)
#   25754 (92)
#   25755 (94)
#   25763 (93)
#   25767 (87)
#   25768 (103)
#   25769 (94)
#   25776 (104)
#   25777 (106)
#   25778 (118)
#   25779 (110)
#   25780 (92)
#   25781 (109)
#   25782 (108)
#   25783 (91)
#   25786 (84)
#   25787 (92)
#   25788 (88)
#   25798 (92)
#   25799 (86)
#   25800 (81)
#   25802 (92)
#   25803 (96)
#   25804 (96)
#   25805 (97)
#   25806 (96)
#   25808 (88)
#   25809 (96)
#   25810 (81)
#   25811 (83)
#   25812 (86)
#   25818 (96)
#   25819 (96)
#   25820 (81)
#   25824 (91)
#   25825 (87)
#   25841 (83)
#   25842 (94)
#   25848 (81)
#   25850 (98)
#   25862 (88)
#   25863 (96)
#   25876 (96)
#   25906 (92)
#   25919 (93)
#   25927 (89)
#   25928 (83)
#   25932 (95)
#   25933 (96)
#   25942 (100)
#   25953 (94)
#   25954 (92)
#   25956 (96)
#   25957 (105)
#   25961 (91)
#   25962 (87)
#   25964 (96)
#   25975 (96)
#   25985 (91)
#   25987 (96)
#   25988 (96)
#   25998 (90)
#   25999 (96)
#   26000 (87)
#   26001 (96)
#   26003 (96)
#   26005 (89)
#   26006 (85)
#   26007 (83)
#   26008 (81)
#   26009 (96)
#   26010 (96)
#   26011 (96)
#   26012 (90)
#   26015 (96)
#   26017 (96)
#   26018 (93)
#   26020 (85)
#   26022 (87)
#   26024 (81)
#   26025 (82)
#   26027 (100)
#   26028 (89)
#   26029 (86)
#   26031 (93)
#   26034 (91)
#   26035 (96)
#   26038 (92)
#   26039 (93)
#   26040 (85)
#   26041 (96)
#   26042 (102)
#   26043 (90)
#   26045 (97)
#   26046 (81)
#   26047 (86)
#   26048 (98)
#   26050 (96)
#   26051 (90)
#   26055 (92)
#   26056 (109)
#   26057 (96)
#   26058 (88)
#   26062 (113)
#   26063 (104)
#   26066 (108)
#   26067 (115)
#   26068 (105)
#   26070 (92)
#   26072 (96)
#   26073 (93)
#   26076 (91)
#   26080 (90)
#   26081 (87)
#   26085 (115)
#   26086 (94)
#   26087 (96)
#   26088 (81)
#   26089 (96)
#   26090 (89)
#   26091 (95)
#   26093 (95)
#   26097 (104)
#   26099 (93)
#   26100 (99)
#   26101 (101)
#   26103 (90)
#   26104 (96)
#   26105 (95)
#   26106 (92)
#   26107 (95)
#   26111 (93)
#   26114 (93)
#   26118 (96)
#   26123 (94)
#   26124 (98)
#   26126 (105)
#   26128 (90)
#   26132 (124)
#   26134 (93)
#   26137 (91)
#   26143 (125)
#   26144 (106)
#   26145 (97)
#   26149 (102)
#   26167 (91)
#   26170 (97)
#   26171 (96)
#   26172 (97)
#   26176 (96)
#   26180 (89)
#   26181 (114)
#   26183 (143)
#   26200 (91)
#   26201 (91)
#   26202 (95)
#   26212 (95)
#   26214 (90)
#   26223 (87)
#   26224 (89)
#   26230 (104)
#   26231 (97)
#   26237 (98)
#   26240 (96)
#   26245 (90)
#   26258 (82)
#   26263 (87)
#   26275 (95)
#   26279 (94)
#   26280 (92)
#   26281 (94)
#   26282 (85)
#   26285 (91)
#   26286 (94)
#   26289 (89)
#   26290 (84)
#   26291 (85)
#   26295 (85)
#   26313 (87)
#   26314 (96)
#   26315 (92)
#   26320 (89)
#   26321 (87)
#   26322 (85)
#   26323 (102)
#   26324 (83)
#   26325 (90)
#   26326 (91)
#   26327 (90)
#   26328 (90)
#   26333 (91)
#   26334 (99)
#   26335 (94)
#   26336 (85)
#   26341 (98)
#   26345 (85)
#   26346 (86)
#   26351 (93)
#   26352 (89)
#   26357 (109)
#   26358 (106)
#   26359 (98)
#   26360 (117)
#   26362 (95)
#   26363 (102)
#   26364 (102)
#   26366 (88)
#   26367 (81)
#   26368 (96)
#   26369 (83)
#   26370 (89)
#   26371 (85)
#   26372 (85)
#   26373 (97)
#   26374 (118)
#   26375 (85)
#   26378 (93)
#   26379 (95)
#   26380 (87)
#   26381 (96)
#   26384 (81)
#   26385 (92)
#   26389 (95)
#   26391 (119)
#   26392 (90)
#   26393 (91)
#   26394 (87)
#   26395 (89)
#   26397 (94)
#   26398 (92)
#   26399 (83)
#   26400 (86)
#   26405 (93)
#   26407 (95)
#   26408 (89)
#   26409 (82)
#   26410 (82)
#   26411 (81)
#   26412 (85)
#   26413 (81)
#   26415 (91)
#   26416 (96)
#   26417 (96)
#   26418 (96)
#   26419 (86)
#   26421 (92)
#   26424 (86)
#   26425 (84)
#   26426 (85)
#   26427 (96)
#   26428 (92)
#   26430 (82)
#   26431 (95)
#   26433 (98)
#   26434 (93)
#   26436 (84)
#   26438 (89)
#   26442 (92)
#   26443 (92)
#   26444 (89)
#   26447 (96)
#   26448 (92)
#   26449 (85)
#   26450 (101)
#   26454 (93)
#   26459 (86)
#   26460 (86)
#   26463 (89)
#   26468 (83)
#   26469 (81)
#   26470 (85)
#   26471 (83)
#   26475 (88)
#   26477 (96)
#   26488 (87)
#   26490 (95)
#   26493 (86)
#   26494 (104)
#   26495 (87)
#   26496 (86)
#   26497 (92)
#   26498 (85)
#   26501 (89)
#   26507 (84)
#   26508 (87)
#   26510 (94)
#   26511 (94)
#   26515 (107)
#   26519 (93)
#   26522 (97)
#   26523 (89)
#   26524 (91)
#   26526 (85)
#   26527 (83)
#   26528 (83)
#   26529 (82)
#   26530 (96)
#   26531 (96)
#   26533 (82)
#   26538 (96)
#   26539 (96)
#   26540 (96)
#   26541 (96)
#   26544 (95)
#   26545 (94)
#   26549 (89)
#   26550 (96)
#   26552 (90)
#   26559 (89)
#   26560 (93)
#   26563 (96)
#   26566 (96)
#   26570 (95)
#   26574 (88)
#   26576 (94)
#   26578 (88)
#   26584 (86)
#   26585 (84)
#   26589 (96)
#   26603 (97)
#   26607 (83)
#   26608 (95)
#   26636 (90)
#   26639 (87)
#   26640 (94)
#   26641 (99)
#   26642 (91)
#   26643 (92)
#   26644 (86)
#   26654 (82)
#   26655 (84)
#   26659 (85)
#   26660 (85)
#   26663 (85)
#   26664 (86)
#   26666 (94)
#   26669 (97)
#   26670 (89)
#   26671 (96)
#   26672 (91)
#   26673 (90)
#   26679 (93)
#   26681 (93)
#   26690 (96)
#   26691 (94)
#   26695 (90)
#   26696 (96)
#   26699 (88)
#   26704 (98)
#   26707 (86)
#   26710 (83)
#   26714 (97)
#   26715 (96)
#   26723 (97)
#   26724 (83)
#   26726 (96)
#   26727 (96)
#   26728 (96)
#   26729 (92)
#   26733 (102)
#   26745 (96)
#   26752 (92)
#   26753 (82)
#   26754 (92)
#   26755 (85)
#   26756 (88)
#   26757 (88)
#   26758 (86)
#   26759 (88)
#   26760 (88)
#   26761 (82)
#   26762 (82)
#   26766 (94)
#   26767 (89)
#   26768 (83)
#   26771 (92)
#   26772 (96)
#   26773 (97)
#   26774 (94)
#   26775 (93)
#   26776 (94)
#   26777 (94)
#   26778 (93)
#   26780 (84)
#   26781 (100)
#   26782 (94)
#   26783 (96)
#   26785 (93)
#   26788 (94)
#   26793 (95)
#   26794 (96)
#   26795 (91)
#   26796 (95)
#   26797 (95)
#   26798 (94)
#   26799 (95)
#   26802 (82)
#   26804 (94)
#   26805 (83)
#   26806 (87)
#   26810 (87)
#   26817 (89)
#   26819 (87)
#   26820 (89)
#   26821 (92)
#   26823 (88)
#   26825 (93)
#   26826 (94)
#   26827 (87)
#   26830 (97)
#   26831 (92)
#   26834 (82)
#   26841 (85)
#   26842 (85)
#   26843 (94)
#   26844 (99)
#   26845 (90)
#   26846 (91)
#   26847 (90)
#   26849 (95)
#   26853 (96)
#   26854 (86)
#   26859 (88)
#   26860 (90)
#   26861 (96)
#   26865 (96)
#   26866 (95)
#   26868 (90)
#   26871 (95)
#   26877 (90)
#   26879 (91)
#   26889 (84)
#   26890 (94)
#   26891 (99)
#   26920 (93)
#   26940 (85)
#   26941 (81)
#   26945 (84)
#   26946 (111)
#   26947 (102)
#   26948 (102)
#   26952 (87)
#   26967 (85)
#   26973 (83)
#   26978 (93)
#   26979 (97)
#   26980 (96)
#   26987 (86)
#   26988 (94)
#   26989 (83)
#   26995 (96)
#   26996 (86)
#   26997 (96)
#   26999 (97)
#   27002 (96)
#   27003 (110)
#   27006 (96)
#   27016 (96)
#   27017 (96)
#   27022 (89)
#   27025 (106)
#   27027 (93)
#   27031 (94)
#   27032 (86)
#   27035 (117)
#   27036 (101)
#   27037 (95)
#   27039 (92)
#   27040 (90)
#   27042 (86)
#   27043 (85)
#   27044 (85)
#   27046 (81)
#   27048 (94)
#   27050 (86)
#   27051 (87)
#   27052 (85)
#   27053 (85)
#   27054 (87)
#   27055 (93)
#   27061 (84)
#   27062 (85)
#   27063 (93)
#   27064 (104)
#   27066 (84)
#   27068 (88)
#   27071 (91)
#   27074 (86)
#   27075 (85)
#   27076 (87)
#   27077 (84)
#   27078 (86)
#   27079 (85)
#   27080 (84)
#   27081 (85)
#   27082 (83)
#   27084 (88)
#   27085 (103)
#   27086 (95)
#   27088 (99)
#   27090 (91)
#   27091 (85)
#   27092 (86)
#   27093 (118)
#   27094 (83)
#   27096 (91)
#   27097 (93)
#   27099 (116)
#   27100 (87)
#   27102 (116)
#   27103 (110)
#   27104 (92)
#   27105 (94)
#   27106 (92)
