#TFM v1.0.8 by tritical
field = bottom
crc32 = f7df6e5a
#   19008 (62)
#   19022 (58)
#   19030 (80)
#   19048 (42)
#   19051 (41)
#   19067 (23)
#   19086 (39)
#   19088 (28)
#   19113 (35)
#   19120 (61)
#   19124 (46)
#   19200 (80)
#   19232 (60)
#   19252 (70)
#   19254 (77)
#   19258 (80)
#   19283 (80)
#   19288 (80)
#   19303 (66)
#   19305 (80)
#   19306 (80)
#   19309 (71)
#   19319 (73)
#   19322 (80)
#   19323 (80)
#   19330 (69)
#   19337 (80)
#   19339 (80)
#   19351 (80)
#   19357 (32)
#   19363 (68)
#   19364 (74)
#   19366 (80)
#   19381 (80)
#   19418 (80)
#   19517 (32)
#   19551 (52)
#   19562 (61)
#   19568 (69)
#   19607 (74)
#   19639 (51)
#   19645 (64)
#   19654 (74)
#   19659 (75)
#   19660 (78)
#   19664 (71)
#   19670 (80)
#   19684 (74)
#   19685 (78)
#   19689 (80)
#   19700 (74)
#   19702 (80)
#   19709 (80)
#   19718 (80)
#   19770 (48)
#   19775 (75)
#   19779 (76)
#   19786 (77)
#   19788 (80)
#   19791 (80)
#   19800 (66)
#   19806 (50)
#   19809 (80)
#   19814 (77)
#   19826 (80)
#   19834 (77)
#   19847 (80)
#   19870 (36)
#   19897 (63)
#   19900 (45)
#   19912 (80)
#   19918 (50)
#   19971 (50)
#   19976 (76)
#   19987 (49)
#   20046 (67)
#   20047 (70)
#   20052 (80)
#   20057 (80)
#   20071 (80)
#   20075 (80)
#   20078 (80)
#   20085 (80)
#   20087 (80)
#   20090 (32)
#   20111 (80)
#   20135 (60)
#   20183 (80)
#   20190 (80)
#   20290 (80)
#   20331 (66)
#   20356 (80)
#   20376 (80)
#   20406 (80)
#   20429 (59)
#   20445 (80)
#   20458 (70)
#   20459 (70)
#   20468 (80)
#   20473 (66)
#   20478 (80)
#   20483 (80)
#   20488 (43)
#   20492 (62)
#   20495 (79)
#   20496 (80)
#   20507 (76)
#   20508 (79)
#   20540 (71)
#   20547 (55)
#   20606 (48)
#   20611 (45)
#   20632 (64)
#   20656 (54)
#   20670 (68)
#   20705 (80)
#   20706 (79)
#   20715 (80)
#   20733 (66)
#   20736 (80)
#   20738 (71)
#   20744 (80)
#   20754 (78)
#   20755 (80)
#   20779 (66)
#   20786 (70)
#   20793 (74)
#   20831 (61)
#   20834 (80)
#   20852 (52)
#   20863 (80)
#   20878 (80)
#   20879 (80)
#   20887 (78)
#   20888 (76)
#   20899 (80)
#   21011 (63)
#   21030 (63)
#   21075 (80)
#   21076 (80)
#   21086 (69)
#   21087 (74)
#   21131 (75)
#   21151 (80)
#   21167 (78)
#   21168 (80)
#   21170 (78)
#   21172 (64)
#   21174 (80)
#   21180 (80)
#   21187 (78)
#   21190 (75)
#   21191 (80)
#   21192 (80)
#   21193 (80)
#   21204 (68)
#   21214 (80)
#   21249 (80)
#   21254 (73)
#   21269 (74)
#   21365 (43)
#   21427 (80)
#   21483 (74)
#   21484 (72)
#   21508 (80)
#   21529 (26)
#   21533 (72)
#   21541 (76)
#   21562 (48)
#   21564 (61)
#   21582 (56)
#   21584 (53)
#   21617 (65)
#   21625 (71)
#   21632 (60)
#   21642 (43)
#   21647 (62)
#   21691 (40)
#   21705 (44)
#   21716 (71)
#   21730 (80)
#   21750 (49)
#   21758 (69)
#   21778 (54)
#   21787 (72)
#   21795 (80)
#   21796 (80)
#   21813 (43)
#   21815 (45)
#   21820 (80)
#   21822 (70)
#   21825 (80)
#   21829 (53)
#   21831 (69)
#   21842 (80)
#   21844 (80)
#   21849 (80)
#   21858 (80)
#   21874 (51)
#   21876 (80)
#   21880 (80)
#   21885 (43)
#   21895 (80)
#   21898 (80)
#   21899 (80)
#   21901 (55)
#   21903 (80)
#   21909 (77)
#   21911 (80)
#   21915 (80)
#   21917 (76)
#   21920 (73)
#   21927 (67)
#   21934 (61)
#   21940 (70)
#   21948 (79)
#   21949 (69)
#   21950 (80)
#   21951 (73)
#   21953 (77)
#   21963 (80)
#   21971 (80)
#   21976 (77)
#   21978 (80)
#   21982 (78)
#   21997 (42)
#   22001 (45)
#   22003 (74)
#   22007 (61)
#   22034 (80)
#   22040 (80)
#   22071 (37)
#   22134 (73)
#   22142 (42)
#   22154 (64)
#   22155 (78)
#   22156 (80)
#   22158 (80)
#   22161 (49)
#   22178 (74)
#   22180 (73)
#   22203 (47)
#   22207 (80)
#   22232 (62)
#   22243 (80)
#   22245 (80)
#   22271 (80)
#   22281 (80)
#   22283 (80)
#   22293 (44)
#   22303 (71)
#   22330 (80)
#   22410 (67)
#   22411 (71)
#   22413 (72)
#   22418 (74)
#   22459 (79)
#   22508 (80)
#   22534 (42)
#   22539 (74)
#   22540 (80)
#   22555 (80)
#   22569 (80)
#   22578 (63)
#   22586 (80)
#   22594 (80)
#   22604 (63)
#   22605 (80)
#   22633 (67)
#   22640 (80)
#   22657 (80)
#   22661 (60)
#   22663 (42)
#   22669 (75)
#   22672 (80)
#   22691 (45)
#   22698 (78)
#   22752 (80)
#   22813 (45)
#   22851 (66)
#   22886 (43)
#   22897 (80)
#   22917 (68)
#   22929 (80)
#   22932 (35)
#   22958 (65)
#   22985 (74)
#   22986 (80)
#   22994 (80)
#   22998 (80)
#   22999 (72)
#   23001 (72)
#   23002 (71)
#   23005 (69)
#   23020 (41)
#   23043 (66)
#   23045 (58)
#   23047 (69)
#   23063 (45)
#   23067 (62)
#   23076 (80)
#   23086 (62)
#   23142 (70)
#   23174 (50)
#   23185 (45)
#   23216 (31)
#   23272 (44)
#   23323 (80)
#   23324 (72)
#   23337 (74)
#   23349 (78)
#   23353 (49)
#   23355 (80)
#   23357 (74)
#   23368 (80)
#   23371 (80)
#   23372 (80)
#   23387 (80)
#   23397 (80)
#   23398 (72)
#   23399 (80)
#   23418 (58)
#   23432 (73)
#   23445 (80)
#   23451 (74)
#   23455 (80)
#   23459 (80)
#   23470 (63)
#   23471 (80)
#   23474 (80)
#   23475 (80)
#   23484 (80)
#   23605 (45)
#   23610 (53)
#   23658 (72)
#   23674 (50)
#   23720 (71)
#   23724 (72)
#   23736 (74)
#   23758 (80)
#   23759 (80)
#   23776 (80)
#   23783 (80)
#   23786 (77)
#   23792 (71)
#   23811 (47)
#   23813 (74)
#   23816 (78)
#   23819 (61)
#   23828 (62)
#   23830 (74)
#   23831 (72)
#   23832 (80)
#   23833 (80)
#   23834 (74)
#   23836 (76)
#   23843 (61)
#   23893 (42)
#   23951 (56)
#   24006 (78)
#   24018 (46)
#   24025 (57)
#   24032 (80)
#   24046 (58)
#   24048 (52)
#   24055 (71)
#   24056 (80)
#   24072 (68)
#   24073 (80)
#   24075 (76)
#   24086 (48)
#   24100 (80)
#   24104 (80)
#   24113 (78)
#   24136 (43)
#   24146 (80)
#   24147 (80)
#   24148 (78)
#   24149 (77)
#   24162 (71)
#   24183 (79)
#   24184 (70)
#   24196 (62)
#   24207 (80)
#   24209 (62)
#   24212 (80)
#   24221 (78)
#   24227 (80)
#   24232 (73)
#   24267 (62)
#   24274 (57)
#   24282 (70)
#   24310 (61)
#   24407 (72)
#   24420 (57)
#   24426 (58)
#   24467 (46)
#   24471 (46)
#   24479 (57)
#   24483 (62)
#   24489 (78)
#   24493 (53)
#   24499 (80)
#   24506 (64)
#   24528 (77)
#   24546 (80)
#   24548 (80)
#   24549 (80)
#   24559 (57)
#   24577 (75)
#   24588 (80)
#   24602 (72)
#   24605 (42)
#   24608 (76)
#   24615 (80)
#   24616 (74)
#   24622 (71)
#   24626 (80)
#   24628 (80)
#   24631 (39)
#   24643 (69)
#   24652 (59)
#   24678 (66)
#   24695 (71)
#   24704 (66)
#   24719 (66)
#   24727 (72)
#   24752 (80)
#   24757 (45)
#   24802 (80)
#   24813 (70)
#   24820 (80)
#   24831 (80)
#   24832 (80)
#   24836 (74)
#   24849 (69)
#   24850 (70)
#   24857 (42)
#   24861 (80)
#   24870 (52)
#   24874 (80)
#   24880 (80)
#   24894 (80)
#   24895 (80)
#   24898 (80)
#   24901 (80)
#   24909 (80)
#   24918 (80)
#   24919 (80)
#   24920 (73)
#   24921 (80)
#   24993 (80)
#   24995 (80)
#   24998 (46)
#   25024 (80)
#   25030 (80)
#   25038 (80)
#   25040 (80)
#   25047 (80)
#   25054 (80)
#   25155 (80)
#   25172 (80)
#   25178 (80)
#   25211 (80)
#   25221 (72)
#   25241 (80)
#   25246 (80)
#   25254 (80)
#   25258 (76)
#   25267 (50)
#   25274 (66)
#   25276 (80)
#   25277 (80)
#   25282 (78)
#   25291 (80)
#   25302 (64)
#   25304 (69)
#   25354 (80)
#   25386 (74)
#   25391 (80)
#   25392 (74)
#   25395 (67)
#   25417 (80)
#   25418 (75)
#   25420 (75)
#   25422 (80)
#   25423 (74)
#   25425 (72)
#   25429 (70)
#   25432 (72)
#   25440 (79)
#   25447 (62)
#   25459 (78)
#   25460 (77)
#   25466 (80)
#   25471 (80)
#   25473 (80)
#   25475 (76)
#   25494 (66)
#   25505 (65)
#   25508 (76)
#   25511 (71)
#   25512 (80)
#   25514 (73)
#   25516 (80)
#   25519 (53)
#   25521 (68)
#   25525 (80)
#   25526 (70)
#   25528 (80)
#   25531 (80)
#   25536 (62)
#   25540 (56)
#   25556 (45)
#   25559 (64)
#   25563 (75)
#   25600 (74)
#   25601 (80)
#   25605 (61)
#   25609 (80)
#   25611 (80)
#   25614 (80)
#   25622 (80)
#   25623 (76)
#   25630 (33)
#   25644 (78)
#   25646 (48)
#   25655 (46)
#   25674 (78)
#   25676 (80)
#   25685 (80)
#   25689 (80)
#   25697 (80)
#   25706 (80)
#   25751 (80)
#   25775 (80)
#   25781 (66)
#   25814 (36)
#   25818 (75)
#   25820 (77)
#   25827 (63)
#   25840 (38)
#   25847 (80)
#   25849 (80)
#   25857 (80)
#   25868 (80)
#   25882 (47)
#   25900 (80)
#   25901 (80)
#   25902 (80)
#   25903 (80)
#   25906 (71)
#   25911 (80)
#   25917 (46)
#   25919 (76)
#   25924 (80)
#   25927 (50)
#   25932 (80)
#   25934 (72)
#   25935 (73)
#   25942 (80)
#   25955 (59)
#   25960 (80)
#   25974 (74)
#   25976 (80)
#   25986 (80)
#   25987 (80)
#   26020 (80)
#   26027 (80)
#   26036 (80)
#   26045 (80)
#   26046 (80)
#   26048 (80)
#   26051 (80)
#   26056 (76)
#   26065 (80)
#   26066 (80)
#   26068 (72)
#   26070 (76)
#   26073 (80)
#   26077 (45)
#   26095 (80)
#   26126 (27)
#   26156 (80)
#   26173 (80)
#   26175 (76)
#   26183 (80)
#   26188 (80)
#   26191 (80)
#   26201 (74)
#   26216 (80)
#   26231 (61)
#   26299 (58)
#   26371 (80)
#   26376 (76)
#   26394 (67)
#   26404 (76)
#   26415 (62)
#   26511 (34)
#   26520 (43)
#   26538 (80)
#   26544 (66)
#   26560 (80)
#   26565 (76)
#   26568 (65)
#   26570 (80)
#   26594 (80)
#   26596 (80)
#   26604 (65)
#   26635 (76)
#   26679 (65)
#   26685 (77)
#   26686 (71)
#   26689 (34)
#   26694 (45)
#   26715 (58)
#   26725 (49)
#   26731 (74)
#   26765 (48)
#   26793 (33)
#   26798 (80)
#   26800 (80)
#   26818 (80)
#   26839 (80)
#   26868 (28)
#   26890 (40)
#   26896 (44)
#   26920 (67)
#   26947 (78)
#   26957 (41)
#   26963 (41)
#   26983 (51)
#   26985 (80)
#   26991 (42)
#   27002 (80)
#   27014 (62)
#   27035 (80)
#   27049 (44)
#   27079 (72)
#   27084 (74)
#   27088 (80)
#   27095 (80)
#   27099 (80)
#   27105 (80)
#   27110 (80)
#   27127 (72)
#   27143 (79)
#   27145 (71)
#   27165 (80)
#   27201 (80)
#   27202 (80)
#   27216 (79)
#   27217 (80)
#   27222 (80)
#   27223 (80)
#   27228 (80)
#   27230 (80)
#   27258 (80)
#   27263 (78)
#   27341 (80)
#   27365 (61)
#   27379 (61)
#   27385 (45)
#   27408 (80)
#   27410 (44)
#   27415 (62)
#   27422 (71)
#   27434 (50)
#   27439 (43)
#   27472 (74)
#   27478 (80)
#   27499 (71)
#   27507 (80)
#   27530 (80)
#   27531 (80)
#   27540 (80)
#   27541 (66)
#   27553 (33)
#   27764 (75)
#   27770 (67)
#   27785 (80)
#   27792 (42)
#   27795 (80)
#   27796 (70)
#   27803 (80)
#   27831 (72)
#   27832 (78)
#   27834 (80)
#   27842 (64)
#   27854 (69)
#   27859 (77)
#   27860 (74)
#   27963 (38)
#   28005 (80)
#   28076 (80)
#   28118 (80)
#   28133 (80)
#   28137 (62)
#   28149 (80)
#   28163 (80)
#   28220 (80)
#   28242 (80)
#   28257 (45)
#   28262 (80)
#   28268 (62)
#   28318 (77)
#   28363 (41)
#   28416 (45)
#   28446 (53)
#   28463 (80)
#   28487 (70)
#   28499 (58)
#   28513 (78)
#   28515 (80)
#   28523 (80)
#   28526 (76)
#   28548 (41)
#   28577 (66)
#   28584 (80)
#   28596 (70)
#   28608 (71)
#   28615 (80)
#   28628 (80)
#   28629 (72)
#   28636 (61)
#   28638 (80)
#   28648 (78)
#   28666 (72)
#   28680 (62)
#   28684 (80)
#   28691 (80)
#   28692 (80)
#   28701 (77)
#   28720 (78)
#   28740 (68)
#   28755 (55)
#   28770 (75)
#   28789 (80)
#   28796 (78)
#   28802 (80)
#   28821 (80)
#   28822 (80)
#   28823 (80)
#   28825 (80)
#   28826 (80)
#   28838 (78)
#   28842 (80)
#   28845 (80)
#   28848 (72)
#   28850 (80)
#   28854 (80)
#   28857 (67)
#   28859 (48)
#   28865 (80)
#   28870 (80)
#   28878 (75)
#   28903 (78)
#   28904 (80)
#   28908 (76)
#   28909 (68)
#   28931 (39)
#   28967 (80)
#   28970 (57)
#   28974 (80)
#   28975 (64)
#   28977 (78)
#   28978 (80)
#   29008 (80)
#   29009 (80)
#   29041 (80)
#   29046 (80)
#   29052 (74)
#   29064 (77)
#   29099 (80)
#   29120 (31)
#   29134 (78)
#   29136 (54)
#   29147 (64)
#   29151 (31)
#   29155 (77)
#   29171 (80)
#   29173 (74)
#   29183 (71)
#   29185 (61)
#   29196 (61)
#   29204 (80)
#   29215 (54)
#   29233 (80)
#   29243 (56)
#   29249 (65)
#   29257 (80)
#   29268 (41)
#   29274 (73)
#   29278 (80)
#   29287 (80)
#   29289 (75)
#   29292 (78)
#   29295 (67)
#   29302 (35)
#   29305 (75)
#   29340 (70)
#   29346 (78)
#   29348 (80)
#   29350 (80)
#   29359 (77)
#   29376 (80)
#   29406 (80)
#   29460 (45)
#   29462 (37)
#   29478 (39)
#   29518 (78)
#   29542 (53)
#   29551 (45)
#   29553 (64)
#   29556 (80)
#   29566 (80)
#   29577 (80)
#   29580 (80)
#   29617 (80)
#   29624 (41)
#   29634 (60)
#   29637 (71)
#   29639 (80)
#   29672 (66)
#   29677 (74)
#   29680 (80)
#   29683 (76)
#   29689 (63)
#   29691 (74)
#   29696 (61)
#   29698 (80)
#   29714 (80)
#   29720 (80)
#   29729 (80)
#   29732 (80)
#   29734 (80)
#   29735 (69)
#   29789 (51)
#   29817 (79)
#   29854 (80)
#   29868 (80)
#   29883 (65)
#   29885 (80)
#   29893 (80)
#   29908 (61)
#   29913 (80)
#   29915 (79)
#   29916 (80)
#   29921 (71)
#   29926 (65)
#   29943 (80)
#   29948 (64)
#   29951 (65)
#   29952 (70)
#   29967 (80)
#   29970 (62)
#   30009 (80)
#   30011 (73)
#   30025 (71)
#   30056 (80)
#   30067 (33)
#   30097 (80)
#   30098 (71)
#   30101 (74)
#   30105 (77)
#   30158 (62)
#   30221 (61)
#   30225 (57)
#   30245 (35)
#   30268 (78)
#   30287 (77)
#   30323 (75)
#   30353 (80)
#   30361 (66)
#   30364 (80)
#   30365 (80)
#   30366 (80)
#   30367 (80)
#   30371 (78)
#   30379 (76)
#   30383 (80)
#   30390 (77)
#   30393 (73)
#   30401 (80)
#   30448 (49)
#   30466 (45)
#   30663 (80)
#   30672 (80)
#   30683 (80)
#   30687 (80)
#   30743 (47)
#   30749 (74)
#   30772 (80)
#   30773 (80)
#   30783 (77)
#   30784 (76)
#   30790 (80)
#   30804 (80)
#   30805 (80)
#   30810 (78)
#   30820 (76)
#   30833 (71)
#   30844 (76)
#   30856 (77)
#   30862 (80)
#   30864 (78)
#   30865 (62)
#   30963 (76)
#   30983 (77)
#   30985 (71)
#   30997 (42)
#   31004 (80)
#   31011 (80)
#   31013 (80)
#   31015 (55)
#   31024 (80)
#   31050 (80)
#   31080 (80)
#   31096 (63)
#   31098 (69)
#   31100 (76)
#   31109 (76)
#   31112 (78)
#   31135 (80)
#   31139 (80)
#   31155 (63)
#   31158 (80)
#   31166 (65)
#   31169 (63)
#   31171 (75)
#   31183 (74)
#   31203 (80)
#   31204 (80)
#   31212 (80)
#   31287 (80)
#   31288 (80)
#   31289 (80)
#   31290 (80)
#   31295 (67)
#   31298 (80)
#   31301 (80)
#   31316 (53)
#   31335 (80)
#   31341 (61)
#   31351 (72)
#   31353 (49)
#   31367 (52)
#   31416 (75)
#   31417 (65)
#   31419 (80)
#   31436 (80)
#   31486 (67)
#   31503 (80)
#   31511 (76)
#   31517 (53)
#   31519 (65)
#   31521 (80)
#   31539 (80)
#   31553 (77)
#   31568 (56)
#   31604 (80)
#   31627 (45)
#   31639 (72)
#   31658 (51)
#   31660 (80)
#   31673 (80)
#   31722 (77)
#   31763 (43)
#   31776 (80)
#   31798 (80)
#   31850 (80)
#   31853 (80)
#   31855 (77)
#   31857 (72)
#   31862 (80)
#   31888 (64)
#   31890 (75)
#   31899 (80)
#   31910 (80)
#   31911 (80)
#   31942 (56)
#   31967 (59)
#   32019 (80)
#   32030 (80)
#   32035 (33)
#   32117 (80)
#   32125 (51)
#   32154 (80)
#   32157 (80)
#   32168 (80)
#   32180 (70)
#   32187 (48)
#   32192 (80)
#   32201 (80)
#   32203 (70)
#   32231 (64)
#   32232 (76)
#   32235 (74)
#   32246 (48)
#   32270 (80)
#   32272 (80)
#   32277 (80)
#   32280 (78)
#   32284 (80)
#   32293 (49)
#   32311 (80)
#   32392 (68)
#   32462 (74)
#   32523 (47)
#   32555 (80)
#   32563 (70)
#   32565 (80)
#   32579 (68)
#   32586 (80)
#   32590 (72)
#   32601 (66)
#   32604 (80)
#   32607 (70)
#   32619 (46)
#   32621 (76)
#   32635 (80)
#   32636 (80)
#   32640 (52)
#   32675 (77)
#   32719 (80)
#   32762 (62)
#   32771 (80)
#   32800 (60)
#   32807 (71)
#   32808 (74)
#   32838 (62)
#   32885 (71)
#   32889 (48)
#   32924 (72)
#   32930 (80)
#   32936 (80)
#   32937 (76)
#   32955 (74)
#   32958 (80)
#   32966 (80)
#   32968 (80)
#   32981 (80)
#   32982 (72)
#   33004 (80)
#   33005 (80)
#   33007 (80)
#   33015 (80)
#   33018 (80)
#   33022 (43)
#   33033 (62)
#   33074 (80)
#   33158 (53)
#   33164 (80)
#   33165 (80)
#   33181 (76)
#   33186 (57)
#   33201 (74)
#   33208 (80)
#   33239 (71)
#   33245 (75)
#   33305 (80)
#   33315 (46)
#   33328 (77)
#   33332 (62)
#   33344 (80)
#   33346 (68)
#   33348 (78)
#   33352 (71)
#   33359 (80)
#   33369 (78)
#   33378 (80)
#   33405 (71)
#   33406 (79)
#   33415 (80)
#   33450 (74)
#   33528 (80)
#   33559 (66)
#   33591 (77)
#   33627 (66)
#   33664 (62)
#   33667 (68)
#   33678 (80)
#   33692 (80)
#   33693 (80)
#   33703 (80)
#   33707 (80)
#   33715 (80)
#   33722 (71)
#   33726 (65)
#   33727 (70)
#   33733 (65)
#   33737 (80)
#   33767 (70)
#   33771 (71)
#   33780 (78)
#   33901 (58)
#   33903 (62)
#   33905 (75)
#   33917 (54)
#   33926 (43)
#   33940 (80)
#   33942 (80)
#   33966 (80)
#   33974 (78)
#   33994 (54)
#   34005 (52)
#   34007 (80)
#   34008 (80)
#   34078 (80)
#   34079 (80)
#   34080 (80)
#   34106 (80)
#   34111 (80)
#   34114 (80)
#   34131 (68)
#   34133 (44)
#   34219 (41)
#   34256 (51)
#   34272 (80)
#   34273 (80)
#   34275 (68)
#   34279 (64)
#   34285 (80)
#   34286 (80)
#   34299 (80)
#   34304 (80)
#   34307 (74)
#   34310 (80)
#   34316 (80)
#   34317 (80)
#   34318 (80)
#   34357 (80)
#   34369 (80)
#   34379 (80)
#   34391 (80)
#   34410 (73)
#   34415 (80)
#   34416 (80)
#   34429 (80)
#   34440 (80)
#   34446 (80)
#   34462 (78)
#   34539 (70)
#   34593 (70)
#   34594 (80)
#   34596 (56)
#   34608 (56)
#   34615 (34)
#   34620 (62)
#   34657 (71)
#   34662 (71)
#   34664 (44)
#   34673 (54)
#   34687 (65)
#   34711 (43)
#   34716 (77)
#   34728 (48)
#   34733 (68)
#   34752 (76)
#   34772 (64)
#   34783 (72)
#   34786 (78)
#   34787 (74)
#   34793 (80)
#   34801 (62)
#   34803 (75)
#   34826 (80)
#   34828 (62)
#   34829 (77)
#   34831 (78)
#   34834 (66)
#   34845 (80)
#   34848 (80)
#   34895 (35)
#   34906 (76)
#   34909 (80)
#   34942 (80)
#   34943 (65)
#   34946 (42)
#   34992 (35)
#   35008 (69)
#   35014 (51)
#   35016 (71)
#   35017 (79)
#   35025 (80)
#   35026 (78)
#   35031 (80)
#   35047 (75)
#   35048 (69)
#   35066 (56)
#   35076 (78)
#   35086 (65)
#   35089 (62)
#   35094 (42)
#   35098 (71)
#   35103 (54)
#   35110 (80)
#   35117 (80)
#   35120 (66)
#   35123 (76)
#   35124 (80)
#   35142 (78)
#   35151 (64)
#   35156 (66)
#   35158 (67)
#   35177 (80)
#   35200 (72)
#   35203 (80)
#   35205 (75)
#   35217 (75)
#   35230 (80)
#   35233 (64)
#   35276 (73)
#   35279 (78)
#   35282 (47)
#   35284 (67)
#   35285 (70)
#   35288 (77)
#   35290 (78)
#   35295 (74)
#   35297 (78)
#   35304 (68)
#   35306 (72)
#   35307 (77)
#   35310 (80)
#   35311 (76)
#   35316 (80)
#   35335 (43)
#   35342 (73)
#   35343 (79)
#   35349 (80)
#   35355 (79)
#   35373 (79)
#   35376 (52)
#   35388 (80)
#   35399 (80)
#   35402 (54)
#   35404 (80)
#   35428 (58)
#   35446 (49)
#   35455 (80)
#   35460 (80)
#   35462 (61)
#   35482 (75)
#   35493 (80)
#   35494 (80)
#   35497 (52)
#   35499 (29)
#   35504 (31)
#   35514 (74)
#   35563 (80)
#   35573 (80)
#   35577 (67)
#   35589 (61)
#   35603 (80)
#   35610 (62)
#   35702 (80)
#   35705 (43)
#   35720 (74)
#   35731 (76)
#   35754 (63)
#   35771 (80)
#   35790 (70)
#   35804 (78)
#   35819 (73)
#   35859 (43)
#   35867 (80)
#   35875 (80)
#   35876 (77)
#   35886 (51)
#   35905 (80)
#   35915 (80)
#   35921 (80)
#   35922 (80)
#   35923 (80)
#   35935 (75)
#   35936 (80)
#   35943 (80)
#   35944 (76)
#   35973 (80)
#   35997 (42)
#   36090 (80)
#   36094 (80)
#   36095 (79)
#   36097 (27)
#   36106 (77)
#   36114 (77)
#   36128 (76)
#   36131 (77)
#   36138 (76)
#   36140 (72)
#   36141 (71)
#   36143 (73)
#   36145 (74)
#   36148 (77)
#   36149 (76)
#   36150 (80)
#   36154 (78)
#   36155 (80)
#   36162 (75)
#   36163 (80)
#   36165 (80)
#   36171 (67)
#   36172 (80)
#   36181 (80)
#   36188 (80)
#   36193 (80)
#   36205 (80)
#   36212 (80)
#   36223 (80)
#   36234 (80)
#   36249 (80)
#   36253 (80)
#   36254 (80)
#   36257 (75)
#   36313 (75)
#   36321 (32)
#   36333 (39)
#   36344 (80)
#   36345 (80)
#   36346 (80)
#   36358 (80)
#   36391 (80)
#   36412 (80)
#   36414 (80)
#   36418 (80)
#   36443 (80)
#   36445 (80)
#   36462 (57)
#   36467 (74)
#   36469 (73)
#   36473 (73)
#   36476 (79)
#   36479 (80)
#   36493 (80)
#   36495 (72)
#   36500 (37)
#   36522 (35)
#   36529 (68)
#   36538 (69)
#   36541 (80)
#   36542 (77)
#   36548 (80)
#   36549 (77)
#   36558 (68)
#   36560 (80)
#   36561 (80)
#   36563 (64)
#   36569 (80)
#   36573 (80)
#   36578 (64)
#   36589 (80)
#   36591 (80)
#   36610 (80)
#   36612 (68)
#   36616 (29)
#   36625 (80)
#   36633 (40)
#   36635 (80)
#   36638 (80)
#   36640 (80)
#   36643 (80)
#   36653 (72)
#   36667 (78)
#   36673 (45)
#   36688 (75)
#   36691 (80)
#   36693 (80)
#   36700 (67)
#   36763 (78)
#   36843 (80)
#   36880 (74)
#   36881 (77)
#   36903 (78)
#   36904 (64)
#   36906 (48)
#   36909 (68)
#   36911 (64)
#   36941 (62)
#   36944 (69)
#   36958 (79)
#   36966 (80)
#   36993 (80)
#   36996 (75)
#   37001 (76)
#   37014 (79)
#   37019 (78)
#   37020 (70)
#   37024 (58)
#   37028 (70)
#   37036 (77)
#   37038 (77)
#   37043 (37)
#   37047 (80)
#   37050 (77)
#   37058 (80)
#   37072 (80)
#   37076 (80)
#   37100 (71)
#   37102 (72)
#   37105 (78)
#   37113 (80)
#   37114 (76)
#   37131 (66)
#   37169 (47)
#   37175 (80)
#   37196 (67)
#   37206 (60)
#   37233 (73)
#   37246 (61)
#   37274 (70)
#   37280 (80)
#   37328 (80)
#   37329 (80)
#   37351 (80)
#   37363 (80)
#   37367 (80)
#   37373 (41)
#   37376 (58)
#   37382 (80)
#   37403 (35)
#   37446 (43)
#   37486 (40)
#   37527 (80)
#   37582 (52)
#   37609 (53)
#   37628 (80)
#   37634 (66)
#   37675 (70)
#   37684 (80)
#   37692 (77)
#   37704 (75)
#   37719 (80)
#   37720 (72)
#   37722 (76)
#   37770 (68)
#   37774 (80)
#   37781 (75)
#   37784 (80)
#   37796 (76)
#   37800 (80)
#   37809 (80)
#   37817 (80)
#   37818 (80)
#   37823 (78)
#   37828 (80)
#   37845 (80)
#   37853 (79)
#   37906 (72)
#   37932 (80)
#   37936 (80)
#   37944 (74)
#   37951 (78)
#   37955 (42)
#   37974 (80)
#   38009 (77)
#   38014 (64)
#   38036 (73)
#   38042 (65)
#   38047 (61)
#   38050 (70)
#   38051 (69)
#   38063 (80)
#   38087 (80)
#   38099 (72)
#   38101 (41)
#   38110 (65)
#   38177 (77)
#   38222 (78)
#   38228 (44)
#   38255 (62)
#   38271 (80)
#   38282 (73)
#   38287 (80)
#   38291 (41)
#   38296 (79)
#   38307 (45)
#   38318 (44)
#   38323 (80)
#   38325 (80)
#   38331 (61)
#   38336 (80)
#   38338 (74)
#   38346 (80)
#   38359 (80)
#   38373 (80)
#   38380 (80)
#   38403 (80)
#   38404 (69)
#   38417 (72)
#   38419 (80)
#   38420 (80)
#   38425 (80)
#   38436 (79)
#   38442 (80)
#   38447 (80)
#   38452 (45)
#   38467 (80)
#   38481 (74)
#   38491 (80)
#   38510 (61)
#   38514 (63)
#   38527 (80)
#   38528 (80)
