#TFM v1.0.8 by tritical
field = bottom
crc32 = 6e749f4d
#   8975 (43)
#   8985 (37)
#   9019 (33)
#   9060 (52)
#   9069 (80)
#   9071 (43)
#   9088 (74)
#   9176 (37)
#   9178 (28)
#   9191 (33)
#   9210 (54)
#   9369 (73)
#   9396 (55)
#   9409 (40)
#   9417 (32)
#   9420 (34)
#   9492 (33)
#   9504 (53)
#   9528 (44)
#   9582 (30)
#   9590 (29)
#   9592 (30)
#   9652 (51)
#   9657 (33)
#   9663 (40)
#   9676 (29)
#   9683 (55)
#   9717 (36)
#   9755 (36)
#   9822 (29)
#   9843 (40)
#   9880 (39)
#   9919 (63)
#   9926 (55)
#   9943 (42)
#   9948 (41)
#   9980 (48)
#   9983 (62)
#   9991 (50)
#   10001 (63)
#   10009 (51)
#   10036 (58)
#   10047 (71)
#   10060 (46)
#   10078 (75)
#   10084 (75)
#   10093 (49)
#   10103 (70)
#   10122 (73)
#   10129 (39)
#   10132 (73)
#   10134 (68)
#   10140 (80)
#   10141 (79)
#   10154 (74)
#   10163 (43)
#   10201 (36)
#   10218 (80)
#   10243 (32)
#   10412 (56)
#   10485 (38)
#   10487 (31)
#   10496 (46)
#   10562 (44)
#   10657 (26)
#   10774 (44)
#   10797 (53)
#   10838 (46)
#   10846 (74)
#   10855 (46)
#   10917 (80)
#   10918 (80)
#   10926 (41)
#   10929 (80)
#   10930 (80)
#   10934 (38)
#   10939 (37)
#   11015 (42)
#   11021 (36)
#   11026 (70)
#   11039 (57)
#   11041 (70)
#   11043 (70)
#   11097 (69)
#   11102 (49)
#   11122 (52)
#   11144 (39)
#   11174 (34)
#   11184 (31)
#   11205 (33)
#   11214 (25)
#   11268 (37)
#   11273 (38)
#   11302 (33)
#   11316 (32)
#   11395 (39)
#   11397 (39)
#   11425 (64)
#   11445 (48)
#   11449 (58)
#   11495 (37)
#   11500 (44)
#   11534 (31)
#   11542 (42)
#   11561 (38)
#   11568 (44)
#   11583 (41)
#   11597 (50)
#   11615 (42)
#   11655 (39)
#   11688 (55)
#   11718 (47)
#   11747 (55)
#   11782 (68)
#   11824 (59)
#   11837 (45)
#   11843 (50)
#   11852 (70)
#   11968 (25)
#   11976 (32)
#   12079 (30)
#   12149 (40)
#   12157 (31)
#   12170 (30)
#   12193 (66)
#   12209 (33)
#   12211 (34)
#   12218 (35)
#   12226 (35)
#   12252 (76)
#   12255 (79)
#   12257 (69)
#   12279 (76)
#   12285 (74)
#   12295 (67)
#   12320 (65)
#   12323 (79)
#   12329 (65)
#   12331 (80)
#   12337 (76)
#   12352 (23)
#   12385 (43)
#   12387 (66)
#   12400 (31)
#   12403 (35)
#   12410 (26)
#   12446 (51)
#   12451 (62)
#   12454 (39)
#   12563 (39)
#   12584 (30)
#   12616 (38)
#   12635 (36)
#   12684 (49)
#   12724 (28)
#   12735 (33)
#   12743 (28)
#   12748 (41)
#   12775 (56)
#   12789 (36)
#   12805 (33)
#   12867 (54)
#   12875 (74)
#   12891 (38)
#   12900 (44)
#   12922 (27)
#   12945 (44)
#   12978 (40)
#   13019 (37)
#   13104 (37)
#   13106 (67)
#   13156 (80)
#   13174 (53)
#   13197 (43)
#   13205 (36)
#   13238 (29)
#   13304 (39)
#   13309 (35)
#   13338 (49)
#   13361 (50)
#   13367 (31)
#   13381 (43)
#   13388 (51)
#   13478 (47)
#   13528 (32)
#   13585 (26)
#   13646 (71)
#   13651 (33)
#   13670 (63)
#   13695 (53)
#   13706 (61)
#   13740 (50)
#   13768 (46)
#   13790 (38)
#   13834 (44)
#   13843 (41)
#   13861 (54)
#   13878 (32)
#   13952 (28)
#   13978 (32)
#   13995 (26)
#   14022 (46)
#   14129 (41)
#   14135 (35)
#   14143 (53)
#   14175 (33)
#   14188 (43)
#   14206 (40)
#   14209 (35)
#   14226 (47)
#   14253 (50)
#   14289 (37)
#   14299 (70)
#   14304 (72)
#   14306 (63)
#   14310 (40)
#   14313 (40)
#   14325 (42)
#   14338 (53)
#   14340 (50)
#   14346 (45)
#   14372 (51)
#   14421 (49)
#   14454 (36)
#   14511 (29)
#   14594 (70)
#   14598 (49)
#   14603 (47)
#   14609 (64)
#   14633 (37)
#   14657 (30)
#   14668 (64)
#   14671 (43)
#   14690 (31)
#   14698 (38)
#   14718 (61)
#   14722 (55)
#   14763 (37)
#   14768 (34)
#   14789 (43)
#   14973 (46)
#   14986 (80)
#   14992 (80)
#   15039 (40)
#   15072 (33)
#   15074 (43)
#   15081 (28)
#   15135 (31)
#   15256 (33)
#   15288 (45)
#   15296 (39)
#   15299 (33)
#   15317 (31)
#   15329 (50)
#   15385 (56)
#   15442 (44)
#   15462 (75)
#   15689 (77)
#   15798 (46)
#   15800 (28)
#   15820 (80)
#   15822 (80)
#   15830 (52)
#   15843 (35)
#   15869 (80)
#   15876 (38)
#   15882 (44)
#   15884 (42)
#   15893 (46)
#   15908 (37)
#   15923 (78)
#   15953 (64)
#   15965 (70)
#   16038 (45)
#   16088 (75)
#   16089 (71)
#   16092 (43)
#   16096 (80)
#   16106 (80)
#   16107 (80)
#   16117 (80)
#   16121 (80)
#   16171 (80)
#   16182 (80)
#   16197 (65)
#   16203 (40)
#   16216 (71)
#   16217 (72)
#   16255 (31)
#   16265 (53)
#   16336 (43)
#   16382 (33)
#   16399 (45)
#   16402 (65)
#   16406 (60)
#   16495 (35)
#   16573 (59)
#   16575 (49)
#   16591 (33)
#   16608 (55)
#   16634 (30)
#   16637 (47)
#   16800 (31)
#   16816 (62)
#   16856 (73)
#   16917 (46)
#   16937 (37)
#   16957 (54)
#   16968 (50)
#   16992 (65)
#   17008 (29)
#   17044 (33)
#   17055 (39)
#   17101 (26)
#   17113 (43)
#   17149 (53)
#   17183 (43)
#   17193 (35)
#   17307 (27)
#   17348 (28)
#   17401 (47)
#   17412 (52)
#   17414 (66)
#   17423 (40)
#   17560 (43)
#   17585 (40)
#   17628 (32)
#   17650 (57)
#   17660 (31)
#   17738 (76)
#   17768 (58)
#   17797 (32)
#   17910 (53)
#   17994 (80)
#   18035 (63)
#   18062 (47)
#   18071 (49)
#   18203 (70)
#   18212 (42)
#   18360 (28)
#   18363 (80)
#   18387 (33)
#   18437 (32)
#   18441 (29)
#   18456 (34)
#   18466 (32)
#   18473 (37)
#   18511 (35)
#   18548 (33)
#   18550 (36)
#   18583 (41)
#   18626 (37)
#   18659 (66)
#   18686 (42)
#   18705 (60)
#   18756 (55)
#   18770 (44)
#   18806 (33)
#   18808 (36)
#   18811 (58)
#   18857 (51)
#   18954 (40)
#   18997 (29)
#   19023 (50)
#   19028 (80)
#   19032 (53)
#   19111 (58)
#   19290 (42)
#   19293 (47)
#   19369 (33)
#   19380 (34)
#   19390 (37)
#   19439 (35)
#   19497 (28)
#   19541 (43)
#   19559 (45)
#   19625 (26)
#   19631 (58)
#   19642 (27)
#   19655 (30)
#   19660 (27)
#   19705 (31)
#   19754 (26)
#   19765 (65)
#   19875 (30)
#   19889 (48)
#   19891 (56)
#   19909 (41)
#   19917 (77)
#   19928 (63)
#   19974 (52)
#   19979 (49)
#   20002 (80)
#   20021 (46)
#   20028 (75)
#   20049 (65)
#   20053 (64)
#   20109 (71)
#   20138 (52)
#   20177 (53)
#   20211 (74)
#   20215 (75)
#   20220 (61)
#   20245 (32)
#   20299 (80)
#   20405 (65)
#   20418 (71)
#   20468 (36)
#   20645 (40)
#   20680 (26)
#   20693 (31)
#   20720 (44)
#   20733 (27)
#   20748 (73)
#   20790 (72)
#   20792 (52)
#   20890 (34)
#   20916 (43)
#   20973 (38)
#   21057 (52)
#   21059 (61)
#   21079 (62)
#   21087 (50)
#   21111 (69)
#   21116 (65)
#   21128 (37)
#   21180 (50)
#   21182 (50)
#   21245 (39)
#   21295 (45)
#   21314 (33)
#   21334 (40)
#   21412 (41)
#   21420 (45)
#   21432 (31)
#   21436 (47)
#   21488 (44)
#   21518 (47)
#   21535 (37)
#   21545 (52)
#   21575 (37)
#   21578 (52)
#   21602 (31)
#   21619 (36)
#   21672 (77)
#   21678 (51)
#   21680 (45)
#   21721 (37)
#   21793 (35)
#   21824 (34)
#   21909 (56)
#   21969 (71)
#   21989 (31)
#   22036 (41)
#   22048 (66)
#   22059 (28)
#   22083 (46)
#   22125 (45)
#   22133 (48)
#   22141 (32)
#   22146 (50)
#   22150 (54)
#   22152 (46)
#   22159 (48)
#   22172 (39)
#   22182 (71)
#   22193 (73)
#   22201 (69)
#   22213 (69)
#   22262 (36)
#   22301 (61)
#   22321 (56)
#   22342 (39)
#   22358 (60)
#   22360 (38)
#   22387 (30)
#   22415 (80)
#   22466 (32)
#   22469 (33)
#   22479 (57)
#   22531 (47)
#   22556 (55)
#   22575 (40)
#   22662 (33)
#   22695 (28)
#   22713 (55)
#   22737 (29)
#   22813 (50)
#   22820 (42)
#   22852 (49)
#   22880 (40)
#   22890 (31)
#   22932 (55)
#   22938 (44)
#   22940 (44)
#   22947 (54)
#   22988 (38)
#   22999 (50)
#   23005 (69)
#   23017 (59)
#   23030 (73)
#   23076 (42)
#   23168 (48)
#   23180 (31)
#   23261 (48)
#   23271 (31)
#   23287 (30)
#   23329 (41)
#   23346 (32)
#   23398 (73)
#   23415 (40)
#   23434 (35)
#   23462 (58)
#   23484 (32)
#   23566 (47)
#   23580 (46)
#   23594 (47)
#   23605 (45)
#   23655 (31)
#   23691 (68)
#   23732 (52)
#   23780 (66)
#   23888 (57)
#   23918 (71)
#   23932 (38)
#   23968 (40)
#   23991 (46)
#   24012 (49)
#   24027 (42)
#   24030 (49)
#   24050 (40)
#   24062 (65)
#   24194 (63)
#   24240 (39)
#   24260 (70)
#   24262 (57)
#   24291 (76)
#   24305 (72)
#   24324 (80)
#   24325 (76)
#   24326 (72)
#   24368 (70)
#   24393 (80)
#   24411 (55)
#   24433 (52)
#   24442 (56)
#   24444 (67)
#   24474 (43)
#   24495 (42)
#   24501 (34)
#   24515 (28)
#   24588 (77)
#   24598 (64)
#   24611 (62)
#   24631 (35)
#   24676 (80)
#   24685 (76)
#   24687 (63)
#   24693 (30)
#   24695 (62)
#   24707 (77)
#   24717 (72)
#   24724 (56)
#   24743 (39)
#   24773 (36)
#   24786 (28)
#   24844 (40)
#   24892 (40)
#   24902 (51)
#   24924 (23)
#   24940 (47)
#   24978 (33)
#   25018 (55)
#   25084 (43)
#   25140 (42)
#   25163 (34)
#   25208 (49)
#   25250 (31)
#   25269 (41)
#   25290 (46)
#   25312 (76)
#   25313 (73)
#   25318 (68)
#   25319 (75)
#   25326 (72)
#   25336 (66)
#   25353 (80)
#   25356 (53)
#   25402 (68)
#   25420 (35)
#   25451 (27)
#   25476 (34)
#   25489 (33)
#   25534 (35)
#   25539 (62)
#   25562 (26)
#   25569 (25)
#   25603 (50)
#   25628 (40)
#   25652 (42)
#   25684 (42)
#   25696 (36)
#   25759 (80)
#   25813 (31)
#   25867 (33)
#   25917 (33)
#   25925 (27)
#   25973 (80)
#   25988 (55)
#   25993 (63)
#   26024 (45)
#   26073 (28)
#   26111 (76)
#   26126 (64)
#   26173 (62)
#   26196 (27)
#   26219 (25)
#   26222 (38)
#   26261 (43)
#   26278 (44)
#   26350 (32)
#   26353 (39)
#   26381 (44)
#   26417 (39)
#   26487 (80)
#   26616 (54)
#   26640 (49)
#   26689 (56)
#   26711 (25)
#   26811 (46)
#   26907 (33)
#   26935 (33)
#   26968 (56)
#   27020 (63)
#   27040 (44)
#   27073 (38)
#   27086 (35)
#   27116 (36)
#   27135 (30)
#   27177 (42)
#   27179 (53)
#   27191 (33)
#   27197 (31)
#   27208 (35)
#   27236 (48)
#   27250 (31)
#   27258 (47)
#   27265 (37)
#   27268 (38)
#   27294 (46)
#   27345 (35)
#   27367 (51)
#   27371 (59)
#   27379 (36)
#   27386 (41)
#   27457 (35)
#   27585 (31)
#   27596 (45)
#   27629 (32)
#   27640 (53)
#   27686 (46)
#   27757 (47)
#   27793 (37)
#   27816 (66)
#   27824 (58)
#   27840 (54)
#   27882 (45)
#   27890 (35)
#   27893 (48)
#   27931 (54)
#   27949 (56)
#   28012 (29)
#   28058 (31)
#   28060 (31)
#   28071 (37)
#   28089 (29)
#   28098 (29)
#   28117 (32)
#   28137 (59)
#   28141 (66)
#   28184 (50)
#   28303 (41)
#   28311 (61)
#   28344 (41)
#   28359 (33)
#   28388 (43)
#   28461 (35)
#   28471 (30)
#   28476 (46)
#   28541 (43)
#   28555 (34)
#   28562 (48)
#   28576 (31)
#   28593 (28)
#   28595 (30)
#   28650 (34)
#   28677 (72)
#   28700 (45)
#   28771 (38)
#   28804 (45)
#   28817 (33)
#   28879 (44)
#   28897 (41)
#   28906 (54)
#   28910 (42)
#   28947 (35)
#   28969 (28)
#   29027 (63)
#   29110 (37)
#   29112 (29)
#   29158 (59)
#   29180 (29)
#   29245 (53)
#   29247 (60)
#   29260 (64)
#   29269 (73)
#   29364 (69)
#   29367 (69)
#   29451 (61)
#   29491 (54)
#   29532 (28)
#   29535 (49)
#   29540 (35)
#   29567 (34)
#   29612 (33)
#   29628 (29)
#   29637 (36)
#   29655 (25)
#   29659 (43)
#   29710 (56)
#   29720 (38)
#   29763 (46)
#   29788 (51)
#   29799 (45)
#   29809 (41)
#   29816 (78)
#   29825 (41)
#   29880 (45)
#   29893 (49)
#   29910 (70)
#   29912 (49)
#   29929 (43)
#   29954 (44)
#   29960 (46)
#   29964 (51)
#   29974 (39)
#   30042 (57)
#   30054 (40)
#   30058 (31)
#   30070 (31)
#   30083 (35)
#   30088 (51)
#   30108 (61)
#   30111 (69)
#   30117 (32)
#   30126 (37)
#   30132 (72)
#   30166 (33)
#   30177 (48)
#   30196 (47)
#   30218 (65)
#   30227 (38)
#   30257 (31)
#   30299 (31)
#   30308 (52)
#   30350 (50)
#   30357 (32)
#   30402 (37)
#   30417 (33)
#   30420 (47)
#   30450 (40)
#   30460 (44)
#   30466 (49)
#   30476 (31)
#   30487 (73)
#   30493 (73)
#   30504 (68)
#   30511 (80)
#   30531 (41)
#   30550 (80)
#   30634 (32)
#   30668 (48)
#   30686 (36)
#   30754 (48)
#   30772 (32)
#   30780 (49)
#   30796 (51)
#   30834 (38)
#   30843 (46)
#   30891 (37)
#   30940 (43)
#   30963 (80)
#   30966 (41)
#   31033 (41)
#   31035 (48)
#   31094 (31)
#   31099 (53)
#   31189 (79)
#   31199 (71)
#   31249 (46)
#   31256 (80)
#   31272 (34)
#   31278 (33)
#   31284 (45)
#   31310 (40)
#   31355 (44)
#   31357 (33)
#   31379 (67)
#   31389 (70)
#   31520 (34)
#   31540 (25)
#   31555 (36)
#   31562 (49)
#   31619 (80)
#   31620 (80)
#   31691 (46)
#   31741 (29)
#   31760 (48)
#   31786 (30)
#   31808 (45)
#   32000 (73)
#   32002 (67)
#   32027 (66)
#   32033 (65)
#   32066 (80)
#   32178 (47)
#   32180 (67)
#   32187 (55)
#   32217 (28)
#   32219 (24)
#   32230 (40)
#   32256 (32)
#   32258 (60)
#   32347 (80)
#   32357 (74)
#   32364 (55)
#   32366 (80)
#   32373 (80)
#   32375 (72)
#   32376 (80)
#   32377 (75)
#   32390 (80)
#   32399 (77)
#   32403 (80)
#   32404 (80)
#   32405 (80)
#   32413 (50)
#   32500 (34)
#   32528 (38)
#   32530 (30)
#   32581 (24)
#   32588 (40)
#   32592 (32)
#   32638 (59)
#   32650 (41)
#   32740 (76)
#   32757 (46)
#   32768 (78)
#   32770 (40)
#   32773 (66)
#   32796 (44)
#   32798 (80)
#   32799 (80)
#   32803 (80)
#   32806 (80)
#   32810 (39)
#   32819 (47)
#   32831 (36)
#   32855 (80)
#   32886 (41)
#   32912 (52)
#   32982 (45)
#   32993 (65)
#   32997 (47)
#   33006 (59)
#   33015 (32)
#   33026 (36)
#   33064 (29)
#   33236 (52)
#   33259 (48)
#   33288 (29)
#   33368 (33)
#   33387 (36)
#   33478 (80)
#   33479 (80)
#   33533 (57)
#   33554 (54)
#   33642 (36)
#   33648 (55)
#   33681 (37)
#   33684 (40)
#   33700 (31)
#   33736 (29)
#   33752 (35)
#   33776 (57)
#   33821 (37)
#   33918 (80)
#   33964 (22)
#   34032 (42)
#   34050 (42)
#   34066 (39)
#   34071 (40)
#   34076 (43)
#   34085 (45)
#   34161 (37)
#   34263 (78)
#   34287 (36)
#   34294 (35)
#   34322 (67)
#   34411 (41)
#   34443 (39)
#   34500 (69)
#   34529 (47)
#   34559 (31)
#   34561 (26)
#   34642 (64)
#   34654 (63)
#   34677 (71)
#   34702 (39)
#   34734 (69)
#   34799 (65)
#   34827 (74)
#   34835 (66)
#   34883 (29)
#   34913 (55)
#   34934 (41)
#   34993 (37)
#   35042 (33)
#   35095 (46)
#   35101 (34)
#   35113 (44)
#   35128 (58)
#   35185 (66)
#   35193 (52)
#   35271 (71)
#   35311 (33)
#   35337 (35)
#   35370 (31)
#   35384 (27)
#   35396 (35)
#   35434 (30)
#   35473 (28)
#   35537 (70)
#   35552 (62)
#   35604 (44)
#   35879 (35)
#   35919 (28)
#   35939 (26)
#   35942 (29)
#   35966 (27)
#   36029 (46)
#   36047 (28)
#   36051 (65)
#   36124 (32)
#   36219 (46)
#   36244 (57)
#   36254 (40)
#   36349 (36)
#   36387 (54)
#   36403 (80)
#   36423 (34)
#   36534 (33)
#   36570 (37)
#   36611 (55)
#   36628 (68)
#   36635 (67)
#   36756 (54)
#   36772 (37)
#   36819 (42)
#   36854 (53)
#   36859 (37)
#   36917 (39)
#   36941 (31)
#   37011 (58)
#   37051 (75)
#   37098 (64)
#   37100 (62)
#   37174 (37)
#   37248 (40)
#   37282 (45)
#   37308 (28)
#   37352 (40)
#   37411 (39)
#   37430 (51)
#   37492 (26)
#   37542 (25)
#   37586 (47)
#   37592 (27)
#   37632 (34)
#   37650 (38)
#   37695 (45)
#   37723 (38)
#   37725 (30)
#   37727 (27)
#   37738 (22)
#   37761 (31)
#   37774 (27)
#   37789 (35)
#   37799 (28)
#   37807 (37)
#   37874 (28)
#   37902 (80)
#   37905 (67)
#   37916 (47)
#   37985 (62)
#   38068 (42)
#   38071 (37)
#   38073 (39)
#   38081 (36)
#   38108 (52)
#   38114 (48)
#   38118 (53)
#   38122 (57)
#   38173 (32)
#   38193 (42)
#   38196 (70)
#   38229 (57)
#   38249 (69)
#   38253 (61)
#   38271 (55)
#   38280 (44)
#   38283 (64)
#   38295 (44)
#   38297 (64)
#   38324 (70)
#   38327 (40)
#   38332 (71)
#   38360 (72)
#   38379 (76)
#   38393 (74)
#   38394 (80)
#   38418 (30)
#   38424 (31)
#   38426 (39)
#   38441 (49)
#   38451 (51)
#   38455 (52)
#   38468 (33)
#   38515 (61)
#   38559 (76)
#   38656 (33)
#   38658 (26)
#   38663 (34)
#   38696 (71)
#   38727 (73)
#   38761 (72)
#   38907 (71)
#   38916 (69)
#   38918 (78)
#   38919 (72)
#   38967 (66)
#   38986 (68)
#   38994 (41)
#   38997 (60)
#   39024 (56)
#   39027 (30)
#   39033 (65)
#   39092 (59)
#   39138 (62)
#   39140 (69)
#   39141 (72)
#   39142 (77)
#   39143 (74)
#   39144 (77)
#   39145 (75)
#   39146 (71)
#   39147 (78)
#   39148 (75)
#   39149 (73)
#   39150 (75)
#   39152 (73)
#   39153 (74)
#   39154 (71)
#   39155 (72)
#   39156 (77)
#   39157 (74)
#   39158 (77)
#   39159 (74)
#   39160 (72)
#   39161 (78)
#   39162 (70)
#   39163 (70)
#   39164 (80)
#   39165 (73)
#   39166 (80)
#   39167 (74)
#   39168 (75)
#   39169 (73)
#   39170 (75)
#   39171 (72)
#   39172 (72)
#   39173 (71)
#   39174 (77)
#   39175 (76)
#   39176 (70)
#   39177 (72)
#   39178 (76)
#   39179 (80)
#   39180 (72)
#   39181 (72)
#   39182 (73)
#   39183 (76)
#   39184 (79)
#   39185 (75)
#   39186 (77)
#   39187 (74)
#   39188 (73)
#   39189 (79)
#   39190 (75)
#   39191 (75)
#   39192 (72)
#   39193 (71)
#   39194 (78)
#   39195 (73)
#   39196 (76)
#   39197 (75)
#   39199 (74)
#   39200 (79)
#   39201 (76)
#   39202 (77)
#   39203 (73)
#   39204 (78)
#   39205 (75)
#   39206 (75)
#   39207 (76)
#   39208 (76)
#   39209 (80)
#   39210 (76)
#   39211 (76)
#   39212 (76)
#   39213 (70)
#   39214 (79)
#   39215 (77)
#   39216 (74)
#   39217 (73)
#   39218 (72)
#   39219 (80)
#   39220 (76)
#   39221 (79)
#   39222 (78)
#   39223 (78)
#   39224 (76)
#   39225 (73)
#   39226 (79)
#   39227 (74)
#   39228 (76)
#   39229 (73)
#   39230 (75)
#   39231 (74)
#   39232 (71)
#   39233 (76)
#   39234 (77)
#   39235 (76)
#   39236 (76)
#   39237 (75)
#   39239 (74)
#   39240 (78)
#   39241 (77)
#   39242 (76)
#   39243 (75)
#   39244 (70)
#   39245 (71)
#   39246 (77)
#   39247 (74)
#   39248 (79)
#   39249 (77)
#   39250 (76)
#   39251 (75)
#   39252 (76)
#   39253 (79)
#   39254 (75)
#   39255 (74)
#   39256 (76)
#   39257 (72)
#   39258 (76)
#   39259 (73)
#   39261 (79)
#   39262 (74)
#   39263 (77)
#   39264 (76)
#   39265 (72)
#   39266 (73)
#   39267 (74)
#   39268 (76)
#   39269 (74)
#   39271 (75)
#   39272 (74)
#   39273 (75)
#   39274 (73)
#   39275 (77)
#   39276 (77)
#   39277 (74)
#   39278 (75)
#   39279 (71)
#   39280 (77)
#   39281 (74)
#   39282 (74)
#   39283 (77)
#   39284 (75)
#   39285 (72)
#   39307 (69)
#   39308 (70)
#   39310 (71)
#   39311 (73)
#   39312 (73)
#   39313 (75)
#   39314 (70)
#   39315 (77)
#   39316 (80)
#   39317 (75)
#   39318 (76)
#   39319 (71)
#   39320 (69)
#   39321 (74)
#   39322 (77)
#   39323 (72)
#   39324 (75)
#   39325 (72)
#   39326 (78)
#   39327 (75)
#   39328 (78)
#   39329 (73)
#   39330 (74)
#   39332 (74)
#   39333 (78)
#   39334 (74)
#   39335 (74)
#   39337 (73)
#   39338 (73)
#   39339 (72)
#   39340 (77)
#   39341 (75)
#   39342 (74)
#   39345 (80)
#   39346 (77)
#   39347 (73)
#   39349 (74)
#   39350 (78)
#   39351 (77)
#   39352 (76)
#   39353 (76)
#   39354 (80)
#   39355 (78)
#   39356 (80)
#   39357 (76)
#   39358 (73)
#   39359 (70)
#   39360 (75)
#   39361 (77)
#   39362 (75)
#   39363 (74)
#   39364 (73)
#   39365 (70)
#   39366 (78)
#   39367 (76)
#   39368 (75)
#   39369 (73)
#   39370 (74)
#   39372 (73)
#   39373 (75)
#   39375 (72)
#   39376 (76)
#   39378 (74)
#   39379 (75)
#   39382 (76)
#   39383 (73)
#   39384 (77)
#   39385 (70)
#   39386 (72)
#   39387 (75)
#   39390 (72)
#   39391 (74)
#   39392 (73)
#   39393 (77)
#   39395 (73)
#   39396 (72)
#   39397 (74)
#   39398 (74)
#   39399 (76)
#   39400 (75)
#   39401 (71)
#   39402 (80)
#   39403 (70)
#   39404 (79)
#   39405 (72)
#   39406 (69)
#   39407 (73)
#   39408 (77)
#   39409 (71)
#   39410 (79)
#   39411 (71)
#   39412 (72)
#   39413 (73)
#   39414 (73)
#   39415 (75)
#   39416 (77)
#   39418 (73)
#   39419 (76)
#   39420 (75)
#   39421 (75)
#   39422 (74)
#   39423 (72)
#   39424 (70)
#   39425 (78)
#   39426 (71)
#   39427 (78)
#   39428 (70)
#   39430 (76)
#   39431 (71)
#   39432 (69)
#   39433 (76)
#   39434 (70)
#   39461 (55)
#   39465 (64)
#   39625 (80)
#   39639 (79)
#   39646 (63)
#   39691 (70)
#   39725 (65)
#   39772 (32)
#   39774 (55)
#   39777 (47)
#   39786 (70)
#   39791 (69)
#   39793 (69)
#   39797 (73)
#   39798 (71)
#   39801 (79)
#   39804 (58)
#   39806 (61)
#   39808 (72)
#   39813 (77)
#   39814 (66)
#   39816 (80)
#   39817 (71)
#   39819 (68)
#   39820 (76)
#   39825 (73)
#   39826 (71)
#   39827 (77)
#   39829 (72)
#   39831 (78)
#   39832 (73)
#   39835 (75)
#   39836 (76)
#   39839 (71)
#   39843 (69)
#   39844 (71)
#   39846 (72)
#   39847 (75)
#   39848 (63)
#   39851 (74)
#   39852 (80)
#   39853 (80)
#   39854 (79)
#   39855 (73)
#   39857 (75)
#   39859 (69)
#   39860 (72)
#   39862 (77)
#   39864 (68)
#   39865 (79)
#   39866 (76)
#   39867 (79)
#   39868 (75)
#   39871 (73)
#   39873 (80)
#   39875 (61)
#   39878 (80)
#   39880 (76)
#   39881 (69)
#   39884 (71)
#   39887 (80)
#   39888 (80)
#   39890 (54)
#   39893 (69)
#   39894 (78)
#   39897 (67)
#   39898 (80)
#   39899 (77)
#   39901 (78)
#   39904 (72)
#   39905 (70)
#   39908 (73)
#   39909 (74)
#   39925 (80)
#   39947 (72)
#   40108 (71)
#   40155 (59)
#   40157 (42)
#   40182 (62)
#   40195 (52)
#   40250 (45)
#   40277 (37)
#   40279 (41)
#   40322 (58)
#   40380 (35)
#   40415 (29)
#   40466 (35)
#   40479 (31)
#   40530 (28)
#   40563 (40)
#   40570 (61)
#   40661 (43)
#   40663 (27)
#   40698 (38)
#   40709 (44)
#   40716 (62)
#   40743 (35)
#   40748 (51)
#   40867 (29)
#   41024 (31)
#   41047 (55)
#   41054 (63)
#   41062 (55)
#   41090 (36)
#   41126 (75)
#   41137 (80)
#   41170 (43)
#   41203 (38)
#   41207 (49)
#   41289 (32)
#
#
# [u, b, AND AGAINST ORDER (n) MATCHES]
#
#   FORMAT:  frame_number match  or  range_start,range_end match
#
#   1616 n
#   1671 u
#   2235 u
#   2659 n
#   4026 u
#   5586 u
#   6718 n
#   10316 u
#   12279 n
#   12871 u
#   13147 u
#   13397 u
#   13516 u
#   13644 n
#   14596 u
#   14704 u
#   14710 u
#   15027 u
#   16039 u
#   17652 u
#   18033 u
#   18538 u
#   18672 u
#   18943 n
#   18945 u
#   19552 u
#   19608 u
#   19755 u
#   22609 u
#   26182 u
#   26185 u
#   27058 u
